Data;Rt_positivi;Rt_sintomatici;Nuovi_casi;Deceduti;Dimessi_Guariti;Ricoverati;Terapia_intensiva;Tamponi_giornalieri
05/10/21;0,916428;0,907731;90;1;181;129;14;3068
06/10/21;0,925639;0,916655;131;2;182;122;12;6916
07/10/21;0,929038;0,920921;132;4;91;119;9;-172
08/10/21;0,943797;0,936669;92;2;236;116;8;2861
09/10/21;0,958248;0,952088;136;1;134;107;9;3909
10/10/21;0,975944;0,970647;89;0;259;109;9;2716
11/10/21;0,991907;0,988122;65;1;131;107;10;1648
12/10/21;1,008308;1,006245;170;0;193;101;11;2983
13/10/21;1,022804;1,02264;141;2;175;92;11;3435
14/10/21;1,026779;1,02806;115;2;113;92;11;3187
15/10/21;1,02994;1,032596;94;0;60;94;12;3734
16/10/21;1,026677;1,030613;69;0;114;90;14;3870
17/10/21;1,024054;1,028614;71;2;124;85;11;3165
18/10/21;1,027721;1,03233;57;1;68;88;10;2315
19/10/21;1,03572;1,040323;110;2;155;82;8;5744
20/10/21;1,050125;1,054378;143;1;89;83;8;4302
21/10/21;1,065254;1,069732;145;1;115;78;7;4419
22/10/21;1,081942;1,08641;145;1;87;77;8;5200
23/10/21;1,098726;1,102784;152;3;128;75;8;4072
24/10/21;1,111987;1,115845;132;0;133;78;7;3776
25/10/21;1,127567;1,132552;106;4;154;80;6;1986
26/10/21;1,142898;1,148683;115;1;113;85;5;4316
27/10/21;1,162959;1,168708;137;1;99;89;4;3981
28/10/21;1,182094;1,185895;174;0;73;91;5;3893
29/10/21;1,194672;1,196265;197;1;130;95;4;3786
30/10/21;1,203594;1,203165;167;2;76;97;5;4350
31/10/21;1,202807;1,200504;178;0;107;98;5;3435
01/11/21;1,186193;1,181596;56;2;63;102;5;1163
02/11/21;1,173802;1,166391;46;0;88;101;6;1639
03/11/21;1,165271;1,156317;161;3;130;98;8;5083
04/11/21;1,152347;1,142294;179;0;114;99;8;4939
05/11/21;1,127953;1,117349;169;0;88;107;8;5884
06/11/21;1,09792;1,08783;244;0;96;112;8;4776
07/11/21;1,064058;1,054835;179;0;75;113;9;3865
08/11/21;1,042425;1,033857;129;1;98;114;8;2889
09/11/21;1,020186;1,013384;150;2;174;110;7;5431
10/11/21;1,004069;0,999731;143;1;136;110;9;4470
11/11/21;0,992345;0,990209;202;4;117;109;9;4947
12/11/21;0,988182;0,98814;219;3;152;107;9;4833
13/11/21;0,989117;0,991064;184;1;176;112;9;4753
14/11/21;0,990968;0,994764;139;0;98;112;9;3562
15/11/21;0,994089;0,999243;120;1;138;117;12;3365
16/11/21;0,994961;1,001612;152;3;149;117;11;4327
17/11/21;0,997482;1,005655;197;2;143;124;10;4437
18/11/21;1,000563;1,009449;198;2;177;124;10;4942
19/11/21;1,004417;1,013611;162;5;259;111;12;5472
20/11/21;1,014222;1,022449;230;1;125;114;11;4918
21/11/21;1,031166;1,035105;148;3;145;112;11;3635
22/11/21;1,052513;1,043462;123;0;72;119;12;2800
23/11/21;1,101985;1,064723;163;0;246;116;12;5305
24/11/21;1,171734;1,085028;249;5;203;123;11;5796
25/11/21;1,257358;1,108072;224;1;120;115;13;5334
26/11/21;1,355772;1,131329;272;2;187;113;13;4688
27/11/21;1,450317;1,151373;279;1;134;115;16;4800
28/11/21;1,540556;1,168459;236;3;131;117;16;5161
29/11/21;1,639211;1,195173;146;1;98;124;16;2541
30/11/21;1,71702;1,210502;285;3;147;129;17;7348
01/12/21;1,773126;1,222507;286;2;178;129;17;5902
02/12/21;1,808907;1,230054;369;2;197;138;15;6360
03/12/21;1,816097;1,230941;300;0;134;137;18;5823
04/12/21;1,802646;1,23105;456;2;99;141;20;6490
05/12/21;1,761301;1,225241;228;2;120;146;19;3808
06/12/21;1,697958;1,213638;224;2;134;152;20;2435
07/12/21;1,636294;1,206499;328;2;173;159;20;7175
08/12/21;1,572959;1,198074;323;3;159;168;17;4970
09/12/21;1,519658;1,196397;375;3;138;164;20;4471
10/12/21;1,471016;1,199017;360;2;242;161;22;7317
11/12/21;1,422367;1,200099;481;5;154;158;22;7186
12/12/21;1,375578;1,201754;453;3;140;163;20;5694
13/12/21;1,33612;1,202572;189;4;215;175;21;3500
14/12/21;1,302676;1,206106;459;1;242;190;20;8578
15/12/21;1,276848;1,209041;372;1;216;202;18;6201
16/12/21;1,251248;1,208913;929;3;409;204;20;9400
17/12/21;1,239753;1,207816;573;6;214;208;18;8363
18/12/21;1,235281;1,203527;559;1;75;217;19;8643
19/12/21;1,231691;1,197754;449;5;332;219;21;5066
20/12/21;1,233336;1,191033;475;2;164;229;20;4643
21/12/21;1,234937;1,177094;474;6;375;229;23;9856
22/12/21;1,234279;1,162435;676;7;284;231;29;9529
23/12/21;1,238763;1,151981;691;4;357;256;28;9267
24/12/21;1,244139;1,150401;705;5;309;255;28;11710
25/12/21;1,238658;1,14419;933;4;172;253;30;11142
26/12/21;1,230283;1,142435;321;7;172;269;29;2470
27/12/21;1,234886;1,157967;484;8;266;293;24;6245
28/12/21;1,249376;1,18579;1091;4;179;295;24;11469
29/12/21;1,28023;1,211996;1590;6;302;313;28;12777
30/12/21;1,319455;1,235687;1604;9;332;305;28;8264
31/12/21;1,373516;1,249623;2053;3;426;312;28;17263
01/01/22;1,411487;1,255294;1230;12;393;308;28;13340
02/01/22;1,427927;1,258643;793;5;177;312;28;3754
03/01/22;1,453066;1,25988;1073;5;368;323;29;9052
04/01/22;1,482299;1,250954;1905;7;511;335;29;13194
05/01/22;1,513815;1,232701;2204;5;483;353;29;13477
06/01/22;1,53104;1,201149;2602;9;737;356;30;11810
07/01/22;1,538426;1,161362;1469;2;121;373;32;10602
08/01/22;1,518093;1,111592;2576;6;439;363;32;17648
09/01/22;1,470953;1,057514;1686;7;739;378;34;10363
10/01/22;1,416484;1,003685;1616;5;800;382;34;10205
11/01/22;1,35895;0,946168;2189;2;1079;410;38;14004
12/01/22;1,300431;0,890285;2288;9;1050;394;38;13581
13/01/22;1,245818;0,838949;3207;13;1562;399;33;13995
14/01/22;1,189604;0,796556;3653;8;1462;415;31;12383
15/01/22;1,13139;0,769747;2723;8;1183;418;35;13413
16/01/22;1,064996;0,748784;2137;7;1378;432;37;9911
17/01/22;0,997711;0,73495;1693;8;1513;438;35;9382
18/01/22;0,931118;0,728005;2834;12;1592;446;33;12408
19/01/22;0,862349;0,72587;2009;9;1446;439;34;11050
20/01/22;0,795189;0,729566;2785;14;1660;435;35;15230
21/01/22;0,742474;0,731273;2212;9;1114;440;34;13085
22/01/22;0,705224;0,742982;1527;7;1003;430;34;9887
23/01/22;0,682328;0,758527;1329;7;1120;439;33;8515
24/01/22;0,661491;0,76542;776;12;1276;435;33;5422
25/01/22;0,642574;0,765484;1256;15;1469;430;35;11681
26/01/22;0,625906;0,760167;1569;10;2291;411;34;10475
27/01/22;0,61394;0,754893;1496;8;2965;414;35;10173
28/01/22;0,603626;0,751234;1508;18;458;394;31;9866
29/01/22;0,603756;0,750678;1584;9;1330;393;32;10349
30/01/22;0,625217;0,74518;1291;11;202;397;31;8261
31/01/22;0,663244;0,73293;1195;15;1752;401;24;6847
01/02/22;0,714877;0,730063;1619;9;1447;411;23;10619
02/02/22;0,777661;0,734068;2034;9;1535;410;21;11640
03/02/22;0,851281;0,743837;2215;8;1690;404;22;12445
04/02/22;0,923968;0,75564;1412;11;1100;388;22;9861
05/02/22;1,011206;0,772514;1268;9;1813;378;23;7952
06/02/22;1,105362;0,789202;1856;11;262;368;26;10979
07/02/22;1,20238;0,807375;1069;7;1226;377;25;6638
08/02/22;1,273852;0,837381;2453;9;1351;378;26;14474
09/02/22;1,319241;0,874716;1579;13;1017;371;25;9047
10/02/22;1,33764;0,917858;1412;6;1518;356;23;8531
11/02/22;1,329545;0,961709;2055;8;1385;354;22;11481
12/02/22;1,278341;0,987935;1683;10;1397;353;25;9912
13/02/22;1,206027;1,002978;1359;5;724;343;31;7725
14/02/22;1,154973;1,011104;904;6;1180;349;31;5113
15/02/22;1,118178;1,030111;2381;4;1428;351;26;12853
16/02/22;1,103318;1,048661;1908;5;1508;359;26;14495
17/02/22;1,105481;1,067963;1768;8;1394;357;25;9485
18/02/22;1,111304;1,095646;1491;6;1267;350;24;9331
19/02/22;1,124137;1,117842;1589;4;636;332;23;9462
20/02/22;1,131142;1,136258;1226;5;1077;335;26;7161
21/02/22;1,135467;1,145747;1217;6;1545;346;28;5716
22/02/22;1,137654;1,154192;2115;7;4076;344;27;11683
23/02/22;1,15094;1,163191;1656;11;2128;320;26;9598
24/02/22;1,171411;1,16391;1580;6;1293;301;25;9217
25/02/22;1,188909;1,15824;1582;3;1472;296;22;10182
26/02/22;1,197601;1,138479;1136;6;1541;282;22;8578
27/02/22;1,193944;1,116125;1097;6;1220;279;19;7539
28/02/22;1,193686;1,0949;1613;6;1534;294;18;11708
01/03/22;1,18503;1,068453;2292;9;1484;284;17;13072
02/03/22;1,166829;1,042595;1566;6;2249;277;17;10057
03/03/22;1,147584;1,019181;1805;4;1695;272;17;10698
04/03/22;1,1263;0,997246;1819;7;2019;272;18;10463
05/03/22;1,101402;0,985304;1946;10;1408;264;17;10364
06/03/22;1,072882;0,977927;1327;7;1203;267;16;7366
07/03/22;1,03827;0,980412;1493;12;1761;277;15;6990
08/03/22;1,006184;0,988945;2943;5;1331;292;15;14561
09/03/22;0,980602;0,995729;2532;7;3057;309;14;11453
10/03/22;0,964874;1,00184;2599;6;2070;318;16;12446
11/03/22;0,965301;1,009411;2451;7;1395;309;16;12242
12/03/22;0,983246;1,017872;2470;7;1061;312;15;12028
13/03/22;1,00845;1,02715;1838;2;786;313;15;9739
14/03/22;1,036102;1,03284;1547;8;1376;325;14;7969
15/03/22;1,066049;1,026863;4547;3;1813;329;16;17892
16/03/22;1,097201;1,018933;3405;6;1445;336;16;13756
17/03/22;1,124874;1,00428;4008;11;1624;347;14;15222
18/03/22;1,141294;0,991658;2984;8;1210;359;15;13301
19/03/22;1,148743;0,984168;2920;2;1131;365;14;12946
20/03/22;1,148338;0,9729;2197;3;1093;357;12;10019
21/03/22;1,156313;0,968955;2134;4;964;372;12;8696
22/03/22;1,170576;0,97006;3994;9;2388;377;13;13752
23/03/22;1,177064;0,974905;3322;12;1945;386;13;16554
24/03/22;1,172197;0,994642;3452;11;1645;375;13;15802
25/03/22;1,162432;1,015939;2979;1;1590;376;15;14151
26/03/22;1,148623;1,037746;2829;6;2038;369;17;13516
27/03/22;1,127482;1,060648;1897;6;1356;377;21;10085
28/03/22;1,105633;1,103896;1766;8;1047;376;25;8188
29/03/22;1,080809;1,143695;4214;7;2773;378;21;17253
30/03/22;1,055728;1,179069;2851;11;2.234;379;24;13.067
31/03/22;1,030945;1,210773;1933;12;1.744;368;19;9.456
01/04/22;1,010239;1,260906;3477;6;1990;362;20;15.201
02/04/22;0,988944;1,305476;2502;4;1.657;355;21;11.729
03/04/22;0,968544;1,334275;1692;10;1.100;348;20;9.426
04/04/22;0,953272;1,358944;1997;6;1.189;364;20;7.973
05/04/22;0,940675;1,371755;3641;6;2331;364;20;16128
06/04/22;0,93148;1,374287;2342;8;2090;347;21;11611
07/04/22;0,923863;1,377321;2326;8;2528;343;18;11408
08/04/22;0,916634;1,371514;2173;10;1714;342;19;10257
09/04/22;0,90908;1,343608;2100;9;1352;338;19;10307
10/04/22;0,903687;1,30102;1619;7;1175;343;20;8850
11/04/22;0,895717;1,262672;1431;13;977;350;17;6627
12/04/22;0,886283;1,217956;2869;10;1868;343;17;13393
13/04/22;0,87423;1,176069;2002;3;1328;329;15;9492
14/04/22;0,858117;1,136593;1837;4;1501;330;13;8935
15/04/22;0,842281;1,101744;1858;5;1328;317;13;9033
16/04/22;0,829226;1,060857;1873;5;2320;315;15;9301
17/04/22;0,819492;1,018046;1494;4;2369;294;17;7669
18/04/22;0,801416;0,976078;759;2;1023;300;17;3432
19/04/22;0,798498;0,951172;849;8;1124;301;18;4353
20/04/22;0,799965;0,9324;3551;5;1683;293;18;14262
21/04/22;0,806891;0,915895;2308;8;2034;292;17;10239
22/04/22;0,818226;0,911801;2479;11;1491;282;17;9799
23/04/22;0,83513;0,918211;2362;5;2281;283;17;10148
24/04/22;0,855317;0,924414;2119;0;2100;284;19;9041
25/04/22;0,862663;0,918417;823;7;753;284;18;3450
26/04/22;0,880928;0,92551;1316;7;963;284;17;5715
27/04/22;0,900496;0,936851;3057;6;3243;297;16;13692
28/04/22;0,920374;0,957939;2063;6;1506;291;17;10218
29/04/22;0,933259;0,965757;1834;4;2840;286;18;9022
30/04/22;0,943265;0,973221;1556;8;2583;271;19;8175
01/05/22;0,951904;0,9812;1246;2;1723;255;18;6456
02/05/22;0,949854;0,983522;933;4;781;257;18;4961
03/05/22;0,938752;0,975615;2284;6;3842;251;15;10318
04/05/22;0,921678;0,966081;1594;5;3404;257;15;8182
05/05/22;0,901559;0,950722;1591;3;3332;256;14;8018
06/05/22;0,878393;0,929596;1589;5;3414;249;12;7573
07/05/22;0,855624;0,912701;1290;5;2953;240;11;7218
08/05/22;0,838116;0,90218;1013;4;1663;226;10;5792
09/05/22;0,820852;0,892909;694;2;1217;230;9;3770
10/05/22;0,802277;0,884026;2009;3;3093;232;8;9523
11/05/22;0,784924;0,873071;1309;2;3039;221;10;6749
12/05/22;0,77242;0,858294;1212;1;2580;215;11;6525
13/05/22;0,760907;0,838775;1194;3;2656;205;10;5942
14/05/22;0,752441;0,825587;1084;5;2227;200;11;6299
15/05/22;0,752756;0,815986;691;4;1113;196;13;4281
16/05/22;0,753283;0,802269;446;4;2545;190;12;2870
17/05/22;0,736621;0,781266;1624;5;3343;185;11;8655
18/05/22;0,713666;0,765072;931;2;4562;193;9;5854
19/05/22;0,682483;0,751029;953;4;3182;188;12;6037
20/05/22;0,643473;0,729491;925;7;3615;193;9;5336
21/05/22;0,60089;0,709042;834;2;2148;197;7;5170
22/05/22;0,568173;0,693316;479;1;2070;190;8;3528
23/05/22;;;409;3;1819;186;8;2743
24/05/22;;;1075;2;3467;191;8;6878
25/05/22;;;763;5;3434;180;9;4976
26/05/22;;;556;5;2631;165;7;3634
27/05/22;;;671;2;2389;162;5;4581
28/05/22;;;597;7;2041;159;6;3996
29/05/22;;;589;1;1147;157;4;3853
;;;;;;;;
;;;;;;;;
