Settimana del;0-9;ott-19;20-29;30-39;40-49;50-59;60-69;70-79;80-89;90;Settimanale_0-9;Settimanale_10-19;Settimanale_20-29;Settimanale_30-39;Settimanale_40-49;Settimanale_50-59;Settimanale_60-69;Settimanale_70-79;Settimanale_80-89;Settimanale_90
2020-10-05;2;5,714285714;7,142857143;7,142857143;4,428571429;7;3,142857143;1,714285714;0;0,142857143;;;;;;;;;;
2020-10-06;1,571428571;5,857142857;7,142857143;7,142857143;4,142857143;7;3,285714286;2;0;0,142857143;;;;;;;;;;
2020-10-07;1,714285714;6,428571429;7,142857143;7;4,571428571;8;3,571428571;2,428571429;0;0,142857143;;;;;;;;;;
2020-10-08;2;6;8,285714286;7,857142857;5,428571429;9;4,857142857;2,714285714;1;0;;;;;;;;;;
2020-10-09;2,571428571;5,714285714;10,14285714;8,857142857;7;10;5,285714286;2,857142857;2;0;10,71;34,86;41,86;40,29;25,86;41,57;20,57;11,29;2,43;0,71
2020-10-10;3,142857143;5,142857143;10,71428571;8,285714286;7,428571429;11;5,714285714;2,714285714;2;0;;;;;;;;;;
2020-10-11;3,285714286;5,428571429;8,285714286;6,571428571;9,142857143;12;6,428571429;2,857142857;3;0,285714286;;;;;;;;;;
2020-10-12;3,571428571;7,428571429;9,428571429;7,285714286;10,28571429;14;7,428571429;3;3;0,285714286;;;;;;;;;;
2020-10-13;4,428571429;13,14285714;10,57142857;8,428571429;12;16;8,571428571;3,285714286;3;0,285714286;;;;;;;;;;
2020-10-14;6,428571429;13,28571429;12,71428571;10,14285714;13,14285714;18;9,142857143;3,857142857;4;0,428571429;;;;;;;;;;
2020-10-15;6,571428571;15,71428571;13,42857143;10,42857143;15,57142857;18;9,571428571;4;4;0,857142857;;;;;;;;;;
2020-10-16;6,857142857;16,14285714;15;12;18,57142857;21;10,14285714;4,571428571;4;0,857142857;27,43;60,14;65,14;51,14;67,57;89,14;46,86;19,71;20,14;2,14
2020-10-17;6,857142857;17,57142857;16,28571429;15,71428571;20,85714286;22;11,42857143;5;4;1,142857143;;;;;;;;;;
2020-10-18;7,285714286;20,14285714;18,42857143;19;21,14285714;24;13,28571429;5,571428571;4;0,857142857;;;;;;;;;;
2020-10-19;7,857142857;20,14285714;20,71428571;20,71428571;22,14285714;25;15,42857143;6,428571429;4;0,857142857;;;;;;;;;;
2020-10-20;7,714285714;15,28571429;19,57142857;21,14285714;23,57142857;25;15,57142857;6,428571429;5;0,857142857;;;;;;;;;;
2020-10-21;7,142857143;17;19,71428571;23,42857143;26,42857143;26;16,71428571;7,714285714;5;0,857142857;;;;;;;;;;
2020-10-22;7,714285714;16,85714286;20,85714286;24,71428571;26,14285714;28;18,14285714;9,285714286;5;0,428571429;;;;;;;;;;
2020-10-23;7,857142857;17,57142857;20,28571429;23,71428571;27;27;20,14285714;10,14285714;4;0,428571429;44,57;107,00;115,57;124,71;140,29;150,29;90,57;40,43;27,43;5,00
2020-10-24;8,857142857;20,57142857;22,57142857;26,28571429;28,57142857;29;22,71428571;10,42857143;5;0,285714286;;;;;;;;;;
2020-10-25;10,42857143;21;24,85714286;25;31,14285714;30;22,42857143;11,42857143;6;0,571428571;;;;;;;;;;
2020-10-26;11;23,14285714;26,57142857;26,28571429;33,42857143;36;24,71428571;14,14285714;7;0,857142857;;;;;;;;;;
2020-10-27;11;25;29,42857143;26;32,42857143;37;27,14285714;15,42857143;7;1,142857143;;;;;;;;;;
2020-10-28;10,71428571;25,57142857;29,14285714;25,42857143;31,14285714;37;26,57142857;14,42857143;8;1,142857143;;;;;;;;;;
2020-10-29;11,71428571;28,57142857;30,85714286;29,71428571;37,28571429;45;28,14285714;14,42857143;8;1,142857143;;;;;;;;;;
2020-10-30;12,57142857;30,71428571;32,28571429;34,28571429;37,42857143;47;28,28571429;14,57142857;10;1,428571429;63,71;143,86;163,43;158,71;194,00;214,14;151,71;80,29;41,86;5,14
2020-10-31;13,85714286;32,85714286;32,57142857;36;41;52;29,42857143;16;11;1,714285714;;;;;;;;;;
2020-11-01;14;36,28571429;33;40,14285714;45,57142857;54;32,42857143;16,28571429;11;1,857142857;;;;;;;;;;
2020-11-02;15,57142857;40,57142857;37,14285714;45,85714286;54,28571429;57;37,71428571;16,85714286;10;2,857142857;;;;;;;;;;
2020-11-03;16,42857143;40,85714286;38,71428571;48,85714286;56,42857143;60;38,14285714;17,71428571;12;3,285714286;;;;;;;;;;
2020-11-04;17;40,57142857;40;50,14285714;59,42857143;63;41;19,28571429;14;3,714285714;;;;;;;;;;
2020-11-05;18,42857143;40,57142857;40,71428571;51,57142857;59,28571429;60;42,85714286;22,42857143;14;4;;;;;;;;;;
2020-11-06;19;41,57142857;41,71428571;52,71428571;62,57142857;64;45,57142857;24,28571429;13;4,285714286;95,29;231,71;222,14;272,57;316,00;345,71;221,57;108,57;71,14;17,43
2020-11-07;18,14285714;38,14285714;47,42857143;51;63;62;45,57142857;26,71428571;14;4,142857143;;;;;;;;;;
2020-11-08;18,42857143;34,28571429;46,28571429;50,57142857;59,42857143;63;47;28,42857143;14;4,142857143;;;;;;;;;;
2020-11-09;17,28571429;29;41;45,71428571;52;60;39,42857143;26,71428571;15;3,142857143;;;;;;;;;;
2020-11-10;18;31;42,28571429;45,28571429;55,14285714;59;38,28571429;26,28571429;15;2,571428571;;;;;;;;;;
2020-11-11;17,42857143;30,71428571;42,14285714;44,71428571;54,57142857;57;37,28571429;27,14285714;15;2,714285714;;;;;;;;;;
2020-11-12;17,57142857;32;43;44,85714286;55,85714286;60;37,28571429;28,42857143;17;3;;;;;;;;;;
2020-11-13;17,28571429;32;44,71428571;46,28571429;55,42857143;62;37,85714286;30,28571429;20;3,714285714;106,86;195,14;262,14;282,14;340,00;361,57;244,86;163,71;88,86;19,71
2020-11-14;18;33,42857143;40,57142857;48;56,85714286;63;40,57142857;28,42857143;20;3,428571429;;;;;;;;;;
2020-11-15;16,42857143;35,71428571;42;47,42857143;58,71428571;61;40,14285714;28,85714286;24;5,285714286;;;;;;;;;;
2020-11-16;17;37,14285714;44,42857143;50,85714286;62,71428571;64;44,42857143;31,57142857;25;6;;;;;;;;;;
2020-11-17;16;34;41,42857143;49,57142857;58,28571429;64;45;31,42857143;25;6,428571429;;;;;;;;;;
2020-11-18;15,42857143;33,14285714;39,71428571;48,14285714;54,85714286;63;45,14285714;29,57142857;25;6,428571429;;;;;;;;;;
2020-11-19;13;30;40;45,28571429;54,14285714;62;44,57142857;26,14285714;25;6,857142857;;;;;;;;;;
2020-11-20;13,14285714;29,28571429;39,71428571;45,42857143;55,57142857;62;47;23,71428571;24;6,857142857;95,86;203,43;248,14;289,29;345,57;377,71;259,86;176,00;145,29;34,43
2020-11-21;13,14285714;29,14285714;40;45,85714286;55;61;49,57142857;26,14285714;24;7,571428571;;;;;;;;;;
2020-11-22;13,14285714;27,85714286;44,14285714;48,57142857;56;64;50,14285714;25,14285714;20;5,714285714;;;;;;;;;;
2020-11-23;12,57142857;27,71428571;43,42857143;47;53,28571429;62;50,14285714;23,28571429;20;5;;;;;;;;;;
2020-11-24;12,42857143;28,42857143;43,42857143;49,71428571;54,14285714;62;50;24,57142857;21;5,571428571;;;;;;;;;;
2020-11-25;12,42857143;28,14285714;43,28571429;49,14285714;54,42857143;60;48,28571429;24,14285714;20;5;;;;;;;;;;
2020-11-26;13,57142857;27,57142857;40,28571429;48;49,85714286;56;46,42857143;23,42857143;18;4,285714286;;;;;;;;;;
2020-11-27;13,85714286;26,57142857;37,14285714;45,57142857;46,85714286;53;40,71428571;23;17;3,285714286;77,29;168,86;254,57;288,29;322,71;364,00;294,57;146,71;123,86;33,14
2020-11-28;11,71428571;24;34,85714286;41,85714286;41,14285714;50;34;19,42857143;14;2,571428571;;;;;;;;;;
2020-11-29;12,85714286;22,71428571;28,14285714;36;36,57142857;44;30,28571429;18,57142857;15;2,571428571;;;;;;;;;;
2020-11-30;12,85714286;22,57142857;26,85714286;32,85714286;33,28571429;43;27,28571429;17,57142857;14;3,428571429;;;;;;;;;;
2020-12-01;12,85714286;21,71428571;24,71428571;29,42857143;31,71428571;41;25,71428571;17;12;2,714285714;;;;;;;;;;
2020-12-02;12,71428571;20,57142857;24,14285714;28,14285714;29,85714286;41;24,85714286;16,57142857;11;2,571428571;;;;;;;;;;
2020-12-03;12,71428571;21,28571429;23,14285714;27,28571429;28,85714286;38;23,14285714;16,85714286;11;2,571428571;;;;;;;;;;
2020-12-04;10,71428571;19;20,28571429;21,71428571;23,14285714;32;20,85714286;15,28571429;10;2,285714286;75,71;132,86;161,86;195,57;201,43;256,57;165,29;106,00;76,43;16,43
2020-12-05;10,42857143;18,14285714;18,85714286;19,85714286;22,85714286;30;18,71428571;14,85714286;10;2,428571429;;;;;;;;;;
2020-12-06;9,714285714;18,57142857;18,85714286;19;21,71428571;29;18,28571429;13,85714286;9;2,428571429;;;;;;;;;;
2020-12-07;9,285714286;18;17,85714286;19,42857143;22,71428571;25;16,85714286;13,14285714;7;1,285714286;;;;;;;;;;
2020-12-08;9,714285714;17,85714286;20;19,14285714;23;25;16,14285714;11,71428571;7;1,142857143;;;;;;;;;;
2020-12-09;9,714285714;18,14285714;20;19;24,42857143;25;16,85714286;11,57142857;7;1,571428571;;;;;;;;;;
2020-12-10;9,285714286;15,71428571;21,71428571;19;23,71428571;26;19,85714286;10;7;1,428571429;;;;;;;;;;
2020-12-11;10,71428571;17,85714286;24,57142857;20,85714286;26,42857143;28;22,14285714;11,42857143;7;1,571428571;58,14;106,43;117,29;115,43;138,43;159,14;106,71;75,14;45,71;10,29
2020-12-12;11,42857143;18,85714286;24,85714286;21,28571429;27,28571429;28;24,57142857;11;8;1,571428571;;;;;;;;;;
2020-12-13;11,57142857;19,28571429;24,71428571;22,71428571;28,71428571;29;24,42857143;11,71428571;8;1,142857143;;;;;;;;;;
2020-12-14;11,57142857;18;23,42857143;21,57142857;27,28571429;29;25;11,14285714;8;1,285714286;;;;;;;;;;
2020-12-15;10,85714286;17,57142857;22,57142857;23,71428571;28;28;26,14285714;11;9;1,142857143;;;;;;;;;;
2020-12-16;10,85714286;18,42857143;23,71428571;25,71428571;27,14285714;28;26,14285714;11,85714286;8;0,714285714;;;;;;;;;;
2020-12-17;11,85714286;19,85714286;23,28571429;26,57142857;29,42857143;27;25,28571429;12,71428571;8;1,142857143;;;;;;;;;;
2020-12-18;12,42857143;20,85714286;23,71428571;29,42857143;31,28571429;30;24,85714286;11,42857143;8;1;68,14;112,00;142,57;141,57;167,86;169,43;151,57;69,43;48,71;7,00
2020-12-19;13;21;24;29,42857143;32,28571429;29;23,85714286;13,28571429;8;1,285714286;;;;;;;;;;
2020-12-20;13,71428571;21,57142857;28,42857143;32,14285714;31,28571429;30;24,85714286;13,14285714;8;2;;;;;;;;;;
2020-12-21;12,85714286;20,14285714;26,85714286;30;29;28;22,85714286;11,71428571;7;1,857142857;;;;;;;;;;
2020-12-22;13,57142857;21;27,57142857;28,85714286;29,42857143;28;22,71428571;12,71428571;7;2,571428571;;;;;;;;;;
2020-12-23;14,28571429;22,28571429;27,71428571;30,42857143;31,85714286;32;23,42857143;13;6;2,571428571;;;;;;;;;;
2020-12-24;14,57142857;22,71428571;31,71428571;33,42857143;33,42857143;33;24,14285714;13,42857143;7;2,142857143;;;;;;;;;;
2020-12-25;17;25,28571429;32,57142857;37,28571429;36,14285714;38;28,14285714;16,14285714;8;2,142857143;82,00;128,71;166,29;184,29;187,29;180,43;141,86;77,29;43,86;12,43
2020-12-26;18,14285714;29,71428571;37,71428571;41,14285714;37;44;30,14285714;17,71428571;8;1,857142857;;;;;;;;;;
2020-12-27;17,57142857;28,28571429;34,71428571;37,28571429;38,14285714;44;28,57142857;17,57142857;8;1,142857143;;;;;;;;;;
2020-12-28;19;29,57142857;36,42857143;40,71428571;39,28571429;45;29,71428571;18,85714286;9;1,285714286;;;;;;;;;;
2020-12-29;20,71428571;30,57142857;38;43;41,85714286;48;32;20,42857143;10;0,714285714;;;;;;;;;;
2020-12-30;19,71428571;28,85714286;36,57142857;40,85714286;39,57142857;45;30,42857143;19,71428571;12;0,857142857;;;;;;;;;;
2020-12-31;20,57142857;32,28571429;35;41,28571429;41,85714286;49;30,14285714;22,42857143;11;1;;;;;;;;;;
2021-01-01;18,57142857;30,42857143;35,57142857;39;40,85714286;46;28,14285714;22,28571429;12;2,142857143;115,71;179,29;218,43;244,29;237,71;275,71;181,00;116,71;58,29;6,86
2021-01-02;16,14285714;26,57142857;32,42857143;35,85714286;38,28571429;41;24,85714286;19;12;3,142857143;;;;;;;;;;
2021-01-03;16,71428571;30,14285714;35,71428571;41;41,57142857;46;27,71428571;20,42857143;13;3,857142857;;;;;;;;;;
2021-01-04;19,14285714;37,42857143;42,14285714;48,42857143;47,42857143;54,28571429;33,14285714;24;13,85714286;4,142857143;;;;;;;;;;
2021-01-05;18,42857143;37,28571429;42,28571429;48,14285714;46,71428571;53,57142857;32,28571429;22,85714286;13,14285714;4;;;;;;;;;;
2021-01-06;19;39,71428571;43,57142857;48,85714286;49,14285714;54,85714286;33,71428571;23,85714286;13,71428571;5,142857143;;;;;;;;;;
2021-01-07;16,28571429;36,57142857;41;46;44,42857143;51,85714286;32,71428571;21,42857143;15,42857143;5,142857143;;;;;;;;;;
2021-01-08;15,28571429;37;39,85714286;44,28571429;42,85714286;51;32,57142857;20,57142857;13,71428571;4,142857143;105,71;207,71;237,14;268,29;267,57;301,29;184,43;131,57;81,14;25,43
2021-01-09;17,57142857;39,14285714;43;47;44,57142857;54,42857143;34,57142857;21,71428571;14,42857143;3,571428571;;;;;;;;;;
2021-01-10;17,28571429;37,28571429;41,42857143;47;43,28571429;52,14285714;33,57142857;21,57142857;15,28571429;3;;;;;;;;;;
2021-01-11;15,28571429;34,85714286;41,14285714;43,42857143;43,28571429;51;31,42857143;20;14,85714286;2,714285714;;;;;;;;;;
2021-01-12;13,71428571;34,85714286;42,14285714;42;41,14285714;50,42857143;31,57142857;19;14,71428571;2,857142857;;;;;;;;;;
2021-01-13;14,14285714;34,14285714;42,42857143;41,71428571;39,28571429;49,42857143;31,57142857;18,28571429;12,85714286;2,285714286;;;;;;;;;;
2021-01-14;15,14285714;36,28571429;44,71428571;42,71428571;40,85714286;47,14285714;30,71428571;20,28571429;11,71428571;2,285714286;;;;;;;;;;
2021-01-15;15,42857143;34,28571429;44,42857143;42,85714286;40,71428571;46;30,57142857;20,28571429;12,57142857;3,714285714;93,14;216,57;254,86;263,86;252,43;304,57;193,43;120,86;83,86;16,71
2021-01-16;15;32,85714286;38,85714286;38,71428571;39,28571429;42,28571429;29,14285714;20,28571429;11,28571429;3,571428571;;;;;;;;;;
2021-01-17;16,14285714;34,85714286;38,85714286;38,42857143;39,42857143;42,14285714;30,85714286;20,14285714;12,71428571;5,571428571;;;;;;;;;;
2021-01-18;17,71428571;33,14285714;36;36,57142857;37,14285714;41,42857143;30,85714286;19,42857143;13,42857143;6;;;;;;;;;;
2021-01-19;17,42857143;32,42857143;33,57142857;35,14285714;37,28571429;41,85714286;29;19,28571429;14,57142857;7,142857143;;;;;;;;;;
2021-01-20;18;31,85714286;32,14285714;34,28571429;36,71428571;41,42857143;28,42857143;19,71428571;15,14285714;6,428571429;;;;;;;;;;
2021-01-21;18,57142857;28,85714286;29,14285714;32,14285714;35,57142857;40,42857143;29,71428571;17,71428571;15;6,428571429;;;;;;;;;;
2021-01-22;19,71428571;30,42857143;30;33,57142857;38,85714286;41,85714286;31,85714286;19,85714286;13,71428571;5;102,86;194,00;208,57;215,29;225,43;249,57;178,00;116,57;82,14;35,14
2021-01-23;18,57142857;27,28571429;29,85714286;33;37,57142857;41,57142857;30,42857143;18,28571429;13,28571429;4,714285714;;;;;;;;;;
2021-01-24;16,71428571;23,57142857;28,42857143;30,57142857;35,71428571;37,42857143;29,85714286;17,42857143;10,85714286;3,142857143;;;;;;;;;;
2021-01-25;16,28571429;22,14285714;26,14285714;28,42857143;35,14285714;33;27,71428571;17;9,142857143;2,571428571;;;;;;;;;;
2021-01-26;17,28571429;21,57142857;25,42857143;30;34,85714286;32,57142857;28,57142857;16,28571429;7,428571429;1,428571429;;;;;;;;;;
2021-01-27;17,14285714;23,42857143;27,28571429;31,42857143;38,71428571;35,14285714;29,57142857;15,71428571;7;1,714285714;;;;;;;;;;
2021-01-28;16,28571429;25,42857143;28,71428571;32,42857143;37,14285714;38,42857143;29,42857143;15,14285714;7,285714286;1,714285714;;;;;;;;;;
2021-01-29;15,28571429;25,42857143;27;28,85714286;32,28571429;34,71428571;25,28571429;11,42857143;6,857142857;1,857142857;102,29;143,43;165,86;185,86;219,14;218,14;175,57;99,86;55,00;15,29
2021-01-30;17,14285714;25,71428571;25,71428571;29,71428571;32;34,28571429;27;11,57142857;6,428571429;1,857142857;;;;;;;;;;
2021-01-31;17,42857143;26,28571429;25;27;32,42857143;36,14285714;23,85714286;11,85714286;6,142857143;1,571428571;;;;;;;;;;
2021-02-01;14,85714286;25,57142857;24,28571429;25,71428571;29;33,85714286;21,71428571;10,14285714;6;1,714285714;;;;;;;;;;
2021-02-02;15,42857143;27,14285714;24,28571429;24,42857143;30,57142857;31,28571429;21,28571429;10,14285714;6,571428571;1,714285714;;;;;;;;;;
2021-02-03;14,85714286;25,28571429;23,14285714;23,85714286;27,57142857;29;20,42857143;9,714285714;6,142857143;1,571428571;;;;;;;;;;
2021-02-04;16,28571429;26,42857143;22,85714286;24,57142857;28,85714286;27,28571429;18,57142857;11;5,142857143;1,428571429;;;;;;;;;;
2021-02-05;15;24;21;22;28,14285714;25,28571429;16,42857143;11,14285714;4,428571429;1,285714286;96,00;156,43;145,29;155,29;180,43;191,86;132,86;64,43;36,43;9,86
2021-02-06;14,28571429;25,14285714;21,42857143;20,85714286;27,85714286;25,28571429;14,85714286;11,85714286;4,428571429;1,428571429;;;;;;;;;;
2021-02-07;15,14285714;24,42857143;21;21,14285714;27,14285714;24,71428571;16,28571429;11,14285714;4,285714286;1,285714286;;;;;;;;;;
2021-02-08;15,57142857;23,85714286;21,28571429;21,57142857;28,71428571;25,42857143;16,28571429;12,28571429;4,571428571;1,428571429;;;;;;;;;;
2021-02-09;14,28571429;21,85714286;19,85714286;21,71428571;26,57142857;26,14285714;14,71428571;13,28571429;4,142857143;1,571428571;;;;;;;;;;
2021-02-10;14,85714286;21,28571429;18,42857143;20,14285714;25,71428571;23,85714286;14,28571429;12,57142857;4;1,428571429;;;;;;;;;;
2021-02-11;14,42857143;17,85714286;16,57142857;17,28571429;25,14285714;22,85714286;15;11;4,428571429;1,285714286;;;;;;;;;;
2021-02-12;15,14285714;18;18;17,71428571;24;24;16,14285714;11,28571429;4,714285714;1,285714286;88,57;134,43;118,57;122,71;161,14;148,29;91,43;72,14;25,86;8,43
2021-02-13;14,71428571;19,85714286;19;19,28571429;25,14285714;24,42857143;17,57142857;11,57142857;5,428571429;1,142857143;;;;;;;;;;
2021-02-14;14,57142857;21,57142857;17,14285714;20,28571429;24,57142857;22,71428571;16,57142857;11,85714286;4,714285714;1;;;;;;;;;;
2021-02-15;15;20,71428571;16,42857143;19,42857143;24,85714286;23,28571429;17,57142857;11,57142857;4,714285714;0,857142857;;;;;;;;;;
2021-02-16;14,28571429;20,28571429;16,57142857;18,42857143;24,28571429;24,14285714;18;11,42857143;6;1,571428571;;;;;;;;;;
2021-02-17;14,14285714;20,71428571;17,42857143;18,85714286;24,85714286;25;17,71428571;11,71428571;6,285714286;1,571428571;;;;;;;;;;
2021-02-18;13,71428571;22;18,57142857;21,42857143;25,57142857;26;16,71428571;12,42857143;5,714285714;2;;;;;;;;;;
2021-02-19;13,85714286;22,71428571;17,71428571;23,14285714;26,71428571;26;18;11,85714286;6,714285714;2,285714286;86,43;125,14;105,14;117,71;149,29;145,57;104,14;70,57;32,86;8,14
2021-02-20;15,28571429;22,71428571;17,14285714;23,14285714;26,71428571;26,28571429;18,14285714;11,57142857;6,142857143;2,285714286;;;;;;;;;;
2021-02-21;14,85714286;23,14285714;17,71428571;22,28571429;27,14285714;29,14285714;18,28571429;10,42857143;6,428571429;2,428571429;;;;;;;;;;
2021-02-22;14,71428571;24;18;22,28571429;26,71428571;27,85714286;17;10;6,571428571;2,428571429;;;;;;;;;;
2021-02-23;16,71428571;25,85714286;19,42857143;24,85714286;26,57142857;27,85714286;18;9,857142857;6,142857143;1,714285714;;;;;;;;;;
2021-02-24;16,57142857;24,71428571;18,85714286;25;25,85714286;28,14285714;17,14285714;9,857142857;6,285714286;1,714285714;;;;;;;;;;
2021-02-25;16,28571429;24,85714286;18,57142857;23,14285714;24,42857143;26,71428571;16,85714286;9,285714286;7,285714286;2,285714286;;;;;;;;;;
2021-02-26;17,28571429;24,71428571;20,57142857;24,14285714;25,14285714;27,57142857;15,71428571;10,14285714;7,285714286;2,142857143;94,43;145,29;109,71;140,71;157,43;166,00;105,43;61,00;38,86;12,86
2021-02-27;18;24,85714286;20,42857143;25;27,71428571;28,85714286;17,14285714;9,714285714;7,714285714;2,142857143;;;;;;;;;;
2021-02-28;20;24,57142857;22,85714286;26,42857143;28,57142857;29,42857143;17,28571429;10,71428571;9,285714286;2,142857143;;;;;;;;;;
2021-03-01;22,85714286;25,85714286;23,28571429;27,85714286;31;33,71428571;20,85714286;12,14285714;9,857142857;2,142857143;;;;;;;;;;
2021-03-02;21,14285714;23,71428571;21,85714286;24,28571429;30,85714286;33,14285714;21;11,57142857;8,857142857;1,714285714;;;;;;;;;;
2021-03-03;20,85714286;24,42857143;22,14285714;24,57142857;32,14285714;33,57142857;22,14285714;11,85714286;8,714285714;1,714285714;;;;;;;;;;
2021-03-04;20,71428571;24,71428571;21,71428571;24,71428571;34,42857143;34,42857143;23,14285714;12;8,285714286;1;;;;;;;;;;
2021-03-05;23,14285714;31,28571429;25,14285714;27,71428571;40,14285714;40,28571429;28;12,85714286;9,285714286;1,142857143;123,57;148,14;132,29;152,86;184,71;193,14;121,57;68,00;52,71;10,86
2021-03-06;21,42857143;31,42857143;27,14285714;28,57142857;38,42857143;41,42857143;26,57142857;15,71428571;10,57142857;2,142857143;;;;;;;;;;
2021-03-07;21,85714286;31,85714286;26,42857143;29,42857143;38,71428571;40,85714286;26,71428571;15,42857143;10;3;;;;;;;;;;
2021-03-08;22,57142857;32,71428571;28,28571429;30,57142857;39,57142857;39;24,14285714;16,57142857;9,571428571;3,285714286;;;;;;;;;;
2021-03-09;26,28571429;38,42857143;31;37;46,14285714;44,85714286;26,28571429;19,28571429;11,28571429;3,428571429;;;;;;;;;;
2021-03-10;26,57142857;39;32,14285714;37,42857143;46,85714286;46,14285714;27,85714286;20,85714286;11,42857143;3,571428571;;;;;;;;;;
2021-03-11;26,14285714;38,14285714;34;36,71428571;46,57142857;47,28571429;30,85714286;23,71428571;12,57142857;4;;;;;;;;;;
2021-03-12;28,14285714;35,71428571;33,14285714;38,14285714;46,71428571;45,85714286;30,28571429;24,42857143;12,14285714;3,714285714;144,86;211,57;179,00;199,71;256,29;259,57;162,43;111,57;65,43;19,43
2021-03-13;30;35,71428571;35,42857143;38,14285714;47,71428571;46,57142857;32,71428571;23,85714286;12,42857143;3,714285714;;;;;;;;;;
2021-03-14;28,85714286;36,85714286;39,28571429;42,71428571;52,85714286;48;35;26,57142857;12,28571429;3;;;;;;;;;;
2021-03-15;26,42857143;37,28571429;41,42857143;44;54,14285714;50,42857143;38,28571429;25,71428571;12,71428571;2,714285714;;;;;;;;;;
2021-03-16;25,85714286;34,85714286;43,71428571;41,57142857;51,71428571;48,71428571;38,57142857;23,85714286;12,57142857;2,714285714;;;;;;;;;;
2021-03-17;25,85714286;35,42857143;44,14285714;41,85714286;52,14285714;48,28571429;38,42857143;23,28571429;12,85714286;2,571428571;;;;;;;;;;
2021-03-18;29,42857143;38,57142857;46;44,71428571;54,85714286;48,42857143;37;21,85714286;12,42857143;2,428571429;;;;;;;;;;
2021-03-19;26,42857143;39,28571429;50,71428571;46;55,85714286;53,28571429;36,85714286;24;12,71428571;2,714285714;166,43;218,71;250,00;253,00;313,43;290,43;220,00;145,14;75,29;17,14
2021-03-20;27,28571429;42,28571429;52,85714286;48,57142857;59,28571429;54,71428571;37,85714286;25,14285714;13,28571429;2,142857143;;;;;;;;;;
2021-03-21;27,57142857;43;52,14285714;47,14285714;57,71428571;58,42857143;40,57142857;24;13,85714286;2,714285714;;;;;;;;;;
2021-03-22;29;49;53,14285714;49,71428571;58,85714286;61,71428571;41,57142857;26,14285714;14,71428571;4,571428571;;;;;;;;;;
2021-03-23;27;49,85714286;52,14285714;48,14285714;60,71428571;60,28571429;40,57142857;26;13,71428571;4,571428571;;;;;;;;;;
2021-03-24;26,85714286;48;50,85714286;47,85714286;58,42857143;59,57142857;39,57142857;25,57142857;13;4,571428571;;;;;;;;;;
2021-03-25;25,71428571;46,42857143;50,71428571;51,57142857;57,71428571;60,57142857;42,71428571;26,28571429;13;4,571428571;;;;;;;;;;
2021-03-26;23,85714286;45,28571429;46,85714286;47,71428571;53,42857143;57;43,42857143;26,57142857;12,71428571;5,142857143;163,43;278,57;311,86;293,00;352,71;355,29;242,86;153,14;81,57;23,14
2021-03-27;24,57142857;46,71428571;45,85714286;50,85714286;53,57142857;56,42857143;43,57142857;26,28571429;12;5,142857143;;;;;;;;;;
2021-03-28;26,71428571;45,71428571;48;49,71428571;54,85714286;53,85714286;42,14285714;28;11,85714286;4,714285714;;;;;;;;;;
2021-03-29;24,57142857;44,14285714;48,42857143;49,57142857;57,85714286;54,57142857;42,28571429;30,28571429;10,85714286;4,142857143;;;;;;;;;;
2021-03-30;25,57142857;46,71428571;48,28571429;51,28571429;56,14285714;57,28571429;42,57142857;31,14285714;11,28571429;4,428571429;;;;;;;;;;
2021-03-31;25,42857143;47,85714286;47,85714286;52;57,71428571;57;42,14285714;30,14285714;11,71428571;4,714285714;;;;;;;;;;
2021-04-01;22,14285714;45,85714286;43,28571429;43,71428571;52,57142857;54,57142857;37,14285714;29,14285714;10,57142857;4,428571429;;;;;;;;;;
2021-04-02;24,57142857;47;45,71428571;45;57;56;39,42857143;28;11,14285714;4,285714286;149,00;277,00;281,71;297,14;332,71;333,71;249,86;175,00;68,29;27,57
2021-04-03;24,14285714;46,14285714;47,57142857;44,57142857;57,85714286;59,57142857;40;27,85714286;11,57142857;3,857142857;;;;;;;;;;
2021-04-04;22,14285714;48,28571429;48,57142857;47,14285714;58,85714286;62,57142857;41,28571429;28,28571429;11,71428571;4,285714286;;;;;;;;;;
2021-04-05;25,42857143;45,71428571;52,57142857;49,71428571;58,85714286;65,42857143;42,71428571;26,28571429;13,28571429;3;;;;;;;;;;
2021-04-06;26,28571429;44,85714286;52,71428571;50,85714286;57,85714286;65;42,14285714;26,14285714;13,14285714;3,142857143;;;;;;;;;;
2021-04-07;27;46;56,71428571;52,28571429;60,14285714;67,28571429;45,42857143;30;13,57142857;3,142857143;;;;;;;;;;
2021-04-08;32;52,71428571;67;61,57142857;70,57142857;74,14285714;50,57142857;32,42857143;15,42857143;3,285714286;;;;;;;;;;
2021-04-09;31,14285714;53,28571429;66,71428571;63,85714286;70;74,42857143;50;35,14285714;14,85714286;2,857142857;157,00;283,71;325,14;306,14;364,14;394,00;262,14;171,00;78,71;20,71
2021-04-10;31,42857143;51;65,28571429;61,85714286;72,14285714;72;50,71428571;36,14285714;13,42857143;3;;;;;;;;;;
2021-04-11;32,14285714;49;64,71428571;58,85714286;68,28571429;67,71428571;50,14285714;36,14285714;13,14285714;2,857142857;;;;;;;;;;
2021-04-12;34,57142857;52;62,71428571;58;66,14285714;65,85714286;50;37,14285714;13,42857143;3,714285714;;;;;;;;;;
2021-04-13;33,14285714;50,71428571;62,28571429;56,14285714;64,85714286;65,28571429;50,85714286;38,28571429;13,14285714;3,571428571;;;;;;;;;;
