Data;Rt_positivi;Rt_sintomatici;Nuovi casi;Deceduti;Dimessi_Guariti;Ricoverati;Terapia_intensiva;Tamponi_giornalieri;Nuovi_casi_0_5 ;Nuovi_casi_6_12;Nuovi_casi_13_19;Nuovi_casi_20_29;Nuovi_casi_30_39;Nuovi_casi_40_49;Nuovi_casi_50_59;Nuovi_casi_60_69;Nuovi_casi_70_79;Nuovi_casi_80_89;Nuovi_casi_90;Ricoveri_0_5 ;Ricoveri_6_12;Ricoveri_13_19;Ricoveri_20_29;Ricoveri_30_39;Ricoveri_40_49;Ricoveri_50_59;Ricoveri_60_69;Ricoveri_70_79;Ricoveri_80_89;Ricoveri_90;Terapia_intensiva_5_11;Terapia_intensiva_6_12;Terapia_intensiva_13_19;Terapia_intensiva_20_29;Terapia_intensiva_30_39;Terapia_intensiva_40_49;Terapia_intensiva_50_59;Terapia_intensiva_60_69;Terapia_intensiva_70_79;Terapia_intensiva_80_89;Terapia_intensiva_90;Deceduti_5_11;Deceduti_6_12;Deceduti_13_19;Deceduti_20_29;Deceduti_30_39;Deceduti_40_49;Deceduti_50_59;Deceduti_60_69;Deceduti_70_79;Deceduti_80_89;Deceduti_90
25/11/20;0,922514;0,913438;335;7;199;425;43;2749;5,857142857;14,57142857;20,71428571;43,42857143;50;53,85714286;61,71428571;50,28571429;24,57142857;21;5,428571429;0;0;0,285714286;0,142857143;0,428571429;1,857142857;4,285714286;4,285714286;5;4,571428571;1,142857143;0;0;0;0;0,285714286;0;0,428571429;1,428571429;1,285714286;0,571428571;0;0;0;0;0;0;0;0,142857143;1,142857143;2,428571429;2,857142857;0,857142857
26/11/20;0,874818;0,869208;397;4;191;428;45;2608;5,428571429;14,85714286;20,14285714;43;49,28571429;54,14285714;60;48,57142857;24,14285714;20;4,857142857;0;0;0,142857143;0,142857143;0,285714286;1,857142857;4;4,428571429;4,714285714;4,571428571;1,142857143;0;0;0;0,142857143;0,285714286;0,142857143;0,428571429;1,285714286;1,285714286;0,428571429;0;0;0;0;0;0;0;0;1,285714286;2,857142857;2,571428571;1
27/11/20;0,829366;0,826524;468;5;107;432;44;3147;5,857142857;15,28571429;20;40,14285714;48,14285714;49,42857143;56,14285714;46,71428571;23,42857143;18,28571429;4,142857143;0;0;0,142857143;0;0,285714286;1,857142857;3,714285714;4,285714286;4;4;0,857142857;0;0;0;0,142857143;0,285714286;0,142857143;0,285714286;1,142857143;1,428571429;0,285714286;0;0;0;0;0;0;0;0,142857143;1,428571429;2,428571429;2,285714286;1,142857143
28/11/20;0,792645;0,792364;426;13;251;410;42;3201;5,714285714;15,42857143;19,14285714;36,85714286;45,57142857;46,42857143;53,14285714;40,85714286;23,14285714;16,71428571;3,142857143;0;0;0;0;0,428571429;1,714285714;3,142857143;3,285714286;4,285714286;4,142857143;0,428571429;0;0;0;0,142857143;0,142857143;0,142857143;0,285714286;0,857142857;1,428571429;0,428571429;0;0;0;0;0;0;0;0,285714286;1,857142857;2,571428571;2,142857143;1,142857143
29/11/20;0,757751;0,759051;294;9;245;405;43;2536;4,571428571;13,85714286;17;34,57142857;41,85714286;40,85714286;50,42857143;34,28571429;19,57142857;14,14285714;2,428571429;0;0;0;0;0,428571429;1,571428571;3;2,714285714;3,714285714;4,285714286;0,428571429;0;0;0;0,142857143;0,142857143;0,142857143;0,285714286;0,285714286;1,571428571;0,285714286;0;0;0;0;0;0;0;0,285714286;1,857142857;2,571428571;3;1,285714286
30/11/20;0,727973;0,72963;270;14;310;400;42;1759;5,285714286;13,85714286;16,28571429;28,14285714;35,85714286;36,57142857;44,14285714;30,57142857;18,71428571;14,71428571;2,428571429;0;0;0;0,142857143;0,428571429;1,142857143;2,714285714;3,142857143;3;4,428571429;0,571428571;0;0;0;0,142857143;0;0,142857143;0,285714286;0,285714286;1,285714286;0,285714286;0;0;0;0;0;0;0;0,285714286;1,857142857;3;3,571428571;1,571428571
01/12/20;0,704762;0,706431;318;6;313;417;40;2298;4,714285714;15,28571429;15,71428571;26,71428571;32,71428571;33,42857143;42,71428571;27,57142857;17,71428571;13,85714286;3,142857143;0;0;0,142857143;0,142857143;0,428571429;0,714285714;2,428571429;3,428571429;3,285714286;4,428571429;0,285714286;0;0;0;0,142857143;0;0,142857143;0,428571429;0,285714286;1,142857143;0,142857143;0;0;0;0;0;0;0;0,285714286;1,571428571;2,857142857;3,857142857;1,571428571
02/12/20;0,688073;0,68882;230;9;300;411;36;3165;4,285714286;15,85714286;14,42857143;24,57142857;29,28571429;31,85714286;41,57142857;26;17,14285714;11,85714286;2,571428571;0;0;0,142857143;0,285714286;0,428571429;0,571428571;2;4,142857143;4,285714286;4,428571429;0,428571429;0;0;0;0,142857143;0;0,142857143;0,142857143;0,428571429;1,142857143;0,285714286;0;0;0;0;0;0;0;0,428571429;1,428571429;3;3,571428571;1,428571429
03/12/20;0,675781;0,674116;280;12;567;399;32;2782;4,428571429;15,57142857;13,57142857;24,14285714;28;30,14285714;41,14285714;25,14285714;16,71428571;11,42857143;2,428571429;0;0;0,142857143;0,285714286;0,428571429;0,571428571;2,142857143;3,428571429;3,857142857;4,857142857;0,428571429;0;0;0;0;0;0;0,142857143;0,428571429;0,857142857;0,285714286;0;0;0;0;0;0;0;0,428571429;1,428571429;2,857142857;3,571428571;1,428571429
04/12/20;0,666172;0,661544;335;7;358;390;34;2921;5;15,42857143;13,71428571;23,57142857;27,14285714;29,14285714;38;23,57142857;17;11,14285714;2,428571429;0;0;0,142857143;0,285714286;0,285714286;0,857142857;1,857142857;3,571428571;4,285714286;5,142857143;0,428571429;0;0;0;0;0;0;0,142857143;0,428571429;0,571428571;0,285714286;0;0;0;0;0;0;0;0,285714286;1,428571429;2,571428571;3,428571429;1,285714286
05/12/20;0,666367;0,657748;306;10;209;379;29;2970;4,714285714;12,71428571;12,42857143;20,71428571;21,57142857;23,42857143;31,85714286;21,28571429;15,28571429;9,857142857;2,142857143;0;0;0,142857143;0,428571429;0;0,857142857;1,857142857;3,857142857;3,857142857;4,714285714;0,428571429;0;0;0;0;0;0;0,142857143;0,571428571;0,571428571;0,142857143;0;0;0;0;0;0;0;0,285714286;1;2,714285714;3,428571429;1,142857143
06/12/20;0,677102;0,665798;340;4;337;390;32;2922;4,571428571;12,71428571;11,42857143;19,42857143;19,71428571;22,85714286;30,71428571;19;14,85714286;9,857142857;2,428571429;0;0;0,142857143;0,571428571;0;0,714285714;1,571428571;3,857142857;4;4;0,428571429;0;0;0;0;0;0;0,142857143;0,571428571;0,428571429;0,142857143;0;0;0;0;0;0;0;0,285714286;1;2,428571429;2,714285714;0,857142857
07/12/20;0,693829;0,680124;175;10;485;382;27;1476;4;13;11,42857143;19,28571429;18,71428571;21,71428571;29,42857143;18,71428571;14;8,714285714;2,428571429;0;0;0,142857143;0,571428571;0;1;0,857142857;3,285714286;3,857142857;3,428571429;0,714285714;0;0;0;0;0;0;0,142857143;0,285714286;0,571428571;0,142857143;0;0;0;0;0;0;0;0,285714286;1,285714286;2;2,142857143;0,714285714
08/12/20;0,711266;0,694475;155;7;123;376;25;2209;4,428571429;11;11,71428571;18,42857143;19,14285714;22,71428571;25,57142857;17,28571429;13,28571429;7;1,428571429;0;0;0;0,714285714;0;1;0,857142857;2,571428571;3,857142857;4;0,857142857;0;0;0;0;0;0;0;0,428571429;0,857142857;0,285714286;0;0;0;0;0;0;0;0,285714286;1,142857143;2,142857143;1,857142857;0,714285714
09/12/20;0,728434;0,708604;139;6;372;374;25;2893;4,857142857;10,42857143;12,14285714;20,57142857;18,85714286;23;25,28571429;16,57142857;11,71428571;6,714285714;1,285714286;0;0;0;0,571428571;0;0,857142857;1;1,714285714;2,714285714;3,857142857;0,714285714;0;0;0;0;0;0;0;0,428571429;0,571428571;0,285714286;0;0;0;0;0;0;0;0,142857143;1,142857143;2;2,142857143;0,714285714
10/12/20;0,752981;0,731077;169;7;513;370;24;2732;4,714285714;10,71428571;12,28571429;20,71428571;18,85714286;24,28571429;25,14285714;17,28571429;11,57142857;7,285714286;1,714285714;0;0;0;0,571428571;0,142857143;0,714285714;0,714285714;2;2,428571429;3,285714286;0,857142857;0;0;0;0;0;0;0;0,428571429;0,571428571;0,571428571;0;0;0;0;0;0;0;0,142857143;1,142857143;1,857142857;2;0,428571429
11/12/20;0,781388;0,759032;158;6;512;365;21;2481;3,857142857;10;11;22;18,85714286;23,71428571;26,14285714;20,14285714;10;6,714285714;1,571428571;0;0;0;0,571428571;0,142857143;0,428571429;0,714285714;2;2,428571429;2,714285714;1;0;0;0;0;0;0;0;0,428571429;0,571428571;0,571428571;0;0;0;0;0;0;0;0,142857143;1;2;2,142857143;0,571428571
12/12/20;0,809984;0,791227;235;5;297;352;22;2674;4,428571429;12;12;24,85714286;20,71428571;26,42857143;28,28571429;22,14285714;11,28571429;7,428571429;1,714285714;0;0;0;0,428571429;0,142857143;0,285714286;1;2,142857143;2,571428571;2,714285714;1,285714286;0;0;0;0;0;0;0;0,285714286;0,571428571;0,571428571;0,142857143;0;0;0;0;0;0;0;1;1,571428571;2,285714286;0,714285714
13/12/20;0,840372;0,825854;228;8;187;339;23;2179;4,714285714;11,71428571;13,57142857;24,85714286;21,14285714;27,14285714;28,28571429;24,42857143;10,85714286;7,714285714;1,571428571;0;0;0;0,285714286;0,285714286;0,428571429;1,142857143;2,142857143;2,428571429;2,571428571;1,142857143;0;0;0;0;0;0;0;0,428571429;0,857142857;0,571428571;0,142857143;0;0;0;0;0;0;0;0,857142857;1,571428571;2,142857143;0,714285714
14/12/20;0,87029;0,862171;166;4;222;346;21;1551;5;11,14285714;14,42857143;24,71428571;22,71428571;28,57142857;29;24,14285714;11,42857143;7,857142857;1,142857143;0;0;0;0,142857143;0,571428571;0,285714286;1,285714286;2,285714286;2,571428571;2,428571429;0,714285714;0;0;0;0;0;0,142857143;0,142857143;0,428571429;0,714285714;0,571428571;0,142857143;0;0;0;0;0;0;0;0,571428571;1,714285714;2,428571429;0,714285714
15/12/20;0,903193;0,903519;175;3;372;335;21;2354;4,714285714;11,57142857;13,14285714;23,28571429;21,57142857;27,14285714;28,42857143;24,71428571;10,85714286;8,428571429;1,285714286;0;0;0;0;0,571428571;0,428571429;1,428571429;2,428571429;2,571428571;1,857142857;0,714285714;0;0;0;0;0;0,142857143;0,285714286;0,285714286;0,571428571;0,428571429;0,142857143;0;0;0;0;0;0;0;0,714285714;1,285714286;2,714285714;0,428571429
16/12/20;0,929352;0,936172;194;4;430;318;22;2541;4,285714286;11,28571429;12,71428571;22,42857143;23,85714286;28;27,71428571;25,85714286;10,57142857;8,428571429;1,142857143;0;0;0;0;0,571428571;0,428571429;1,428571429;2,571428571;2,571428571;1,428571429;0,714285714;0;0;0;0;0,142857143;0,142857143;0,285714286;0,142857143;0,571428571;0,428571429;0,142857143;0;0;0;0;0;0;0;0,571428571;1,285714286;2,285714286;0,428571429
17/12/20;0,956124;0,965346;160;5;85;296;21;2576;4,285714286;11,28571429;13,71428571;23,57142857;25,85714286;27,14285714;27,71428571;25,85714286;11,42857143;8;0,714285714;0;0;0;0;0,571428571;0,428571429;2;3;2,571428571;1,428571429;0,571428571;0;0;0;0;0,142857143;0,142857143;0,285714286;0,142857143;0,428571429;0,142857143;0,142857143;0;0;0;0;0,142857143;0;0;0,428571429;1,142857143;2,285714286;0,428571429
18/12/20;0,976809;0,988484;229;6;672;294;21;2892;5,857142857;11;14,85714286;23,14285714;26,57142857;29,42857143;27,71428571;24,85714286;12,42857143;8,285714286;1,142857143;0;0;0;0;0,571428571;0,428571429;2;2,714285714;2,428571429;2;0,428571429;0;0;0;0;0,142857143;0,142857143;0,285714286;0,285714286;0,571428571;0,285714286;0,142857143;0;0;0;0;0,142857143;0;0;0,428571429;1;2,142857143;0,428571429
19/12/20;0,995529;1,008044;207;7;196;290;21;2609;6,428571429;10,28571429;16,57142857;23,57142857;29,42857143;31,28571429;30;24,57142857;11,28571429;8,142857143;1;0,142857143;0;0;0,142857143;1;0,428571429;2,142857143;2,714285714;2;2,142857143;0,142857143;0;0;0;0;0,142857143;0,142857143;0,285714286;0,428571429;0,571428571;0,285714286;0;0;0;0;0;0,142857143;0;0;0,285714286;1,285714286;1,714285714;0,285714286
20/12/20;1,02457;1,03788;224;1;261;287;22;1926;7,285714286;10,57142857;16,14285714;24,14285714;29,28571429;32,42857143;29,71428571;23,71428571;13,14285714;8,285714286;1,142857143;0,142857143;0;0;0,142857143;0,857142857;0,428571429;2,285714286;2,857142857;1,714285714;2,285714286;0,142857143;0;0;0;0;0,142857143;0,142857143;0,285714286;0,428571429;0,285714286;0,571428571;0;0;0;0;0;0,142857143;0;0;0,285714286;1,285714286;1,571428571;0,285714286
21/12/20;1,050325;1,064377;110;7;251;300;22;1397;7,857142857;10,42857143;16,57142857;28,42857143;31,85714286;31,42857143;30,42857143;24,71428571;13;8,428571429;1,857142857;0,142857143;0;0;0,142857143;0,571428571;0,428571429;2,142857143;2,571428571;1,714285714;2,714285714;0,428571429;0;0;0;0;0,142857143;0;0,142857143;0,571428571;0,285714286;0,571428571;0;0;0;0;0;0,142857143;0;0;0,142857143;1;1,142857143;0,142857143
22/12/20;1,075437;1,090206;232;5;77;292;23;2845;7,428571429;9,571428571;15,57142857;26,85714286;29,71428571;29,28571429;28;22,71428571;11,57142857;7,285714286;1,714285714;0,142857143;0;0;0,142857143;0,714285714;0,428571429;2,142857143;2,142857143;1,285714286;2,714285714;0,285714286;0;0;0;0;0,142857143;0;0;0,571428571;0,142857143;0,571428571;0,142857143;0;0;0;0;0,142857143;0;0;0,142857143;1,142857143;1;0,285714286
23/12/20;1,095784;1,107937;284;2;511;297;19;3505;7,428571429;10;16,71428571;27,57142857;28,28571429;29,57142857;28,71428571;22,57142857;12,85714286;7;2,428571429;0,142857143;0;0;0,142857143;0,714285714;0,428571429;2,428571429;2;1,142857143;2,857142857;0,285714286;0;0;0;0;0;0;0;0,571428571;0,285714286;0,428571429;0,142857143;0;0;0;0;0,142857143;0;0;0,428571429;1,142857143;1,285714286;0,428571429
24/12/20;1,116713;1,125482;244;1;126;284;21;3314;8,142857143;10,42857143;17,42857143;27,71428571;30;32;32,28571429;23,28571429;13,14285714;6,285714286;2,714285714;0,142857143;0;0;0,142857143;0,571428571;0,571428571;2;1,571428571;1,285714286;2,428571429;0,428571429;0;0;0;0;0;0;0;0,714285714;0,285714286;0,571428571;0,142857143;0;0;0;0;0;0;0;0,571428571;1,142857143;1,285714286;0,571428571
25/12/20;1,131965;1,136969;257;4;83;270;21;2203;8,142857143;11;18;31,57142857;33,42857143;33,42857143;33,57142857;24,14285714;13,42857143;7;2,285714286;0,142857143;0;0;0,285714286;0,857142857;0,571428571;2,285714286;1,714285714;1,571428571;2;0,428571429;0;0;0;0;0;0;0;0,714285714;0,571428571;0,428571429;0,142857143;0;0;0;0;0;0;0;0,571428571;1,285714286;1,142857143;0,714285714
26/12/20;1,141101;1,142459;237;6;199;263;18;1512;9,285714286;13,71428571;19,14285714;32,28571429;37,42857143;35,85714286;38,28571429;28,28571429;16,14285714;8;2,285714286;0;0;0;0,142857143;0,857142857;0,571428571;2;2;1,714285714;2,428571429;0,571428571;0;0;0;0;0;0;0,142857143;0,571428571;0,571428571;0,428571429;0,142857143;0;0;0;0;0;0;0;0,571428571;1,428571429;1,142857143;0,714285714
27/12/20;1,154635;1,153078;179;4;158;255;18;805;9,142857143;15,85714286;22,71428571;37,42857143;41,42857143;36,42857143;44,85714286;30,28571429;17,85714286;8,571428571;2,142857143;0;0;0,142857143;0,142857143;1,142857143;0,571428571;1,714285714;1,857142857;2,142857143;2,571428571;0,571428571;0;0;0;0;0;0;0,142857143;0,571428571;0,571428571;0,142857143;0,142857143;0;0;0;0;0;0;0;0,571428571;1,571428571;1,142857143;0,714285714
28/12/20;1,17228;1,166467;212;5;84;260;14;1516;8,571428571;15,71428571;21,85714286;34,71428571;37,71428571;37,57142857;44,57142857;28,71428571;17,71428571;8,428571429;1,428571429;0;0;0,428571429;0,428571429;1,285714286;0,428571429;2,428571429;2,142857143;2;2,571428571;0,285714286;0;0;0;0;0;0;0,285714286;0,428571429;0,571428571;0,142857143;0,142857143;0;0;0;0;0;0;0;0,857142857;1,571428571;1,142857143;0,714285714
29/12/20;1,187219;1,176414;163;8;321;257;16;2808;11;17,71428571;25,71428571;43,14285714;45,85714286;43;50,14285714;31,28571429;20,42857143;9,714285714;1,714285714;0;0,142857143;0,428571429;0,428571429;1,428571429;0,285714286;2,285714286;2,142857143;2,142857143;2,571428571;0,285714286;0;0;0;0;0;0;0,571428571;0,428571429;0,571428571;0,285714286;0;0;0;0;0;0;0;0,142857143;0,714285714;1,428571429;1,142857143;0,571428571
30/12/20;1,18902;1,174663;449;4;249;257;17;3217;15;25,71428571;36;62,28571429;63,42857143;58,28571429;65;40,71428571;24,71428571;12;1,285714286;0;0,142857143;0,428571429;0,571428571;1,428571429;0,714285714;2,142857143;3;2,571428571;2,428571429;0,571428571;0;0;0;0;0;0;0,571428571;0,571428571;0,571428571;0,285714286;0;0;0;0;0;0;0;0,142857143;0,714285714;1,428571429;0,857142857;0,571428571
31/12/20;1,18726;1,170356;402;4;312;243;18;3146;14,57142857;24,57142857;34,85714286;60,85714286;61,28571429;56,28571429;62,57142857;39,57142857;24;13,57142857;1,142857143;0;0,142857143;0,428571429;0,571428571;1,571428571;0,714285714;2,571428571;2,857142857;2,714285714;4;0,857142857;0;0;0;0;0;0;0,571428571;0,428571429;0,857142857;0,142857143;0;0;0;0;0;0;0;0,142857143;0,857142857;1,285714286;1;0,428571429
01/01/21;1,217124;1,168877;345;7;292;233;18;1903;14,85714286;26,57142857;36,57142857;59,57142857;61,42857143;58,71428571;65,85714286;39,71428571;26,71428571;12,57142857;1,285714286;0;0,142857143;0,428571429;0,428571429;1,285714286;0,857142857;2,285714286;2,857142857;2,857142857;4,142857143;0,857142857;0;0;0;0;0;0;0,714285714;0,285714286;0,428571429;0,285714286;0;0;0;0;0;0;0;0,142857143;0,857142857;1,142857143;0,857142857;0,142857143
02/01/21;1,309683;1,165051;175;3;219;234;19;1063;12,85714286;26,14285714;35;60,42857143;59;58,28571429;63;37,85714286;26,57142857;14,14285714;2,428571429;0;0,142857143;0,428571429;0,428571429;0,857142857;1,142857143;2,142857143;2,714285714;3,142857143;4;0,714285714;0;0;0;0;0;0;0,571428571;0,285714286;0,571428571;0,285714286;0;0;0;0;0;0;0;0,142857143;0,857142857;0,714285714;0,857142857;0,142857143
03/01/21;1,385682;1,156522;150;6;303;242;19;1546;12,14285714;23,42857143;32,14285714;57,14285714;55,85714286;55,85714286;57,28571429;34,42857143;23,28571429;14,14285714;3,428571429;0;0,142857143;0,285714286;0,571428571;0,571428571;1,142857143;2,714285714;2,714285714;3,142857143;4;0,714285714;0;0;0;0;0;0;0,714285714;0,428571429;0,714285714;0,285714286;0;0;0;0;0;0;0;0,142857143;0,857142857;0,428571429;1,142857143;0,142857143
04/01/21;1,442459;1,147791;221;3;312;248;19;1554;12,42857143;24,42857143;35,28571429;60,57142857;60,85714286;59,42857143;62,71428571;37,28571429;24,71428571;14,71428571;4,142857143;0;0,142857143;0;0,285714286;0,428571429;1,285714286;2,428571429;2,714285714;3,428571429;3,714285714;0,857142857;0;0;0;0;0;0;0,857142857;0,571428571;0,714285714;0,285714286;0;0;0;0;0;0;0;0,285714286;0,714285714;0,285714286;1,142857143;0,142857143
05/01/21;1,486269;1,144715;177;7;235;242;19;2553;12,14285714;25,42857143;38,71428571;61,28571429;64;60,85714286;67,71428571;41;26,85714286;15;4,285714286;0;0;0;0,285714286;0,142857143;1,428571429;2,428571429;3,571428571;4,142857143;4,285714286;0,857142857;0;0;0;0;0;0;0,714285714;0,571428571;1;0,142857143;0;0;0;0;0;0;0;0,142857143;0,714285714;0,428571429;0,857142857;0,142857143
06/01/21;1,512126;1,140761;398;1;204;244;20;2956;9,142857143;18,14285714;28,85714286;44;48,57142857;47,71428571;54,28571429;33;23;13,42857143;4;0;0;0;0,142857143;0,285714286;1;2,714285714;3,428571429;4,571428571;4,428571429;0,571428571;0;0;0;0;0;0;0,714285714;0,428571429;1;0,428571429;0;0;0;0;0;0;0;0,142857143;0,428571429;0,285714286;1,142857143;0
07/01/21;1,518068;1,13567;361;6;242;249;21;1910;9,428571429;19,57142857;30,14285714;45,28571429;49,28571429;49,85714286;55,42857143;34;24;14;5,142857143;0;0;0;0,142857143;0,285714286;1,142857143;2,285714286;4;4,428571429;3;0,285714286;0;0;0;0;0;0,142857143;0,714285714;0,428571429;1;0,428571429;0;0;0;0;0;0;0;0,142857143;0,285714286;0,285714286;1,285714286;0
08/01/21;1,503923;1,129713;355;3;196;250;21;2404;8;16,57142857;28,57142857;42,85714286;46,42857143;45,28571429;52,85714286;32,57142857;21,57142857;15,71428571;5,142857143;0;0;0;0,285714286;0,285714286;1;2,571428571;4,285714286;4,285714286;3,571428571;0,428571429;0;0;0;0;0;0,142857143;0,714285714;0,571428571;1;0,285714286;0;0;0;0;0;0;0;0,142857143;0,285714286;0,571428571;1,285714286;0
09/01/21;1,468823;1,117506;423;1;112;262;22;3108;8,142857143;15,42857143;29,14285714;41,57142857;44,71428571;43,28571429;51,71428571;32,42857143;20,71428571;13,85714286;4,142857143;0;0;0;0,714285714;0,428571429;0,857142857;3;4,428571429;4,428571429;4,285714286;0,428571429;0;0;0;0;0;0,142857143;0,714285714;0,857142857;1;0,428571429;0;0;0;0;0;0;0;0,285714286;0,428571429;0,714285714;1,142857143;0
10/01/21;1,420212;1,105876;409;5;62;256;25;2924;9,428571429;16,28571429;31,57142857;44,85714286;47,42857143;45,57142857;55,28571429;34,28571429;21,85714286;14,71428571;3,571428571;0;0;0;0,571428571;0,428571429;0,714285714;3;5,142857143;4,571428571;4,285714286;0,857142857;0;0;0;0;0;0,142857143;0,571428571;0,857142857;1;0,428571429;0;0;0;0;0;0;0;0,285714286;0,428571429;0,714285714;1,142857143;0
11/01/21;1,358465;1,09153;270;5;248;273;24;1791;9,714285714;15,85714286;29,14285714;43;47,28571429;43,85714286;52,57142857;33,28571429;21,57142857;15,28571429;3;0;0;0;0,571428571;0,428571429;0,571428571;2,714285714;5;4,857142857;4,571428571;0,714285714;0;0;0;0;0;0,142857143;0,285714286;0,714285714;1;0,428571429;0;0;0;0;0;0;0;0,142857143;0,285714286;0,714285714;1,857142857;0
12/01/21;1,278963;1,071235;249;1;133;275;22;2517;8,571428571;14,42857143;27,42857143;41,57142857;43,42857143;44;50,42857143;31,57142857;20;15;2,714285714;0;0;0;0,714285714;0,428571429;0,428571429;2,857142857;4,571428571;4,714285714;4;0,714285714;0;0;0;0;0;0,142857143;0,142857143;0,857142857;0,714285714;0,571428571;0;0;0;0;0;0;0;0,142857143;0,285714286;0,857142857;2,142857143;0
13/01/21;1,185425;1,048515;283;1;415;284;25;3445;7,571428571;13,71428571;27,28571429;42,42857143;41,85714286;41,85714286;49,85714286;31,71428571;19;14,71428571;2,857142857;0;0;0;0,857142857;0,428571429;0,571428571;2,428571429;4,857142857;3,857142857;3,857142857;0,857142857;0;0;0;0;0;0,142857143;0,142857143;0,857142857;0,571428571;0,285714286;0;0;0;0;0;0;0;0,285714286;0,428571429;0,857142857;1,857142857;0
14/01/21;1,078628;1,023751;286;5;225;284;29;2742;7,571428571;13,71428571;27;42,71428571;41,42857143;40,28571429;48,85714286;31,71428571;18,28571429;12,85714286;2,285714286;0;0,142857143;0;0,857142857;0,285714286;0,285714286;2,285714286;4,714285714;4,428571429;4,714285714;0,714285714;0;0;0;0;0;0;0,142857143;0,857142857;0,285714286;0,571428571;0;0;0;0;0;0;0;0,285714286;0,428571429;0,857142857;1,714285714;0
15/01/21;0,976086;0,994214;405;4;258;285;27;2950;8,142857143;15,42857143;27,85714286;44,71428571;42,42857143;41,71428571;46,71428571;30,85714286;20,28571429;11,71428571;2,285714286;0;0,142857143;0;0,714285714;0,285714286;0,285714286;2;4,285714286;4,714285714;4;0,714285714;0;0;0;0;0;0;0;0,714285714;0,285714286;0,571428571;0;0;0;0;0;0;0;0,285714286;0,571428571;0,571428571;1,714285714;0
16/01/21;0,872746;0,968811;295;2;113;291;27;2886;8,571428571;15;26,42857143;44,42857143;42,71428571;41,71428571;45,71428571;30,57142857;20,28571429;12,57142857;3,714285714;0;0,142857143;0;0,285714286;0,142857143;0,142857143;1,571428571;3,714285714;4,714285714;2,714285714;1;0;0;0;0;0;0;0;0,571428571;0,285714286;0,428571429;0;0;0;0;0;0;0;0,142857143;0,428571429;0,571428571;2,142857143;0
17/01/21;0,785445;0,939614;351;3;105;290;25;2549;8;15,42857143;24,85714286;39,28571429;38,71428571;40;42,14285714;29,57142857;20,14285714;11,14285714;3,571428571;0;0,142857143;0,142857143;0,285714286;0,285714286;0,142857143;1,428571429;3,142857143;4,285714286;2,857142857;0,571428571;0;0;0;0;0,142857143;0;0;0,285714286;0,428571429;0,571428571;0;0;0;0;0;0;0;0,285714286;0,571428571;0,714285714;1,857142857;0,142857143
18/01/21;0,716671;0,915075;256;4;271;312;24;1564;8,285714286;16,14285714;27,28571429;39,42857143;39;40,28571429;42,42857143;31,28571429;20,14285714;12,57142857;5,571428571;0;0,142857143;0,142857143;0,285714286;0,285714286;0,142857143;1,285714286;3,714285714;3,571428571;3;0,571428571;0;0;0;0;0,142857143;0;0,142857143;0,428571429;0,571428571;0,571428571;0;0;0;0;0;0;0;0,285714286;0,571428571;1,285714286;1,571428571;0,285714286
19/01/21;0,659162;0,887815;191;0;310;305;24;2466;8,571428571;16,71428571;26;37;37;37,85714286;41,71428571;31,14285714;19,57142857;13,28571429;6;0;0,142857143;0,285714286;0,142857143;0,428571429;0,142857143;1,571428571;3,714285714;3;3,142857143;0,571428571;0;0;0,142857143;0;0,142857143;0;0,285714286;0,285714286;0,857142857;0,428571429;0;0;0;0;0;0;0;0,285714286;0,714285714;1,285714286;1,714285714;0,285714286
20/01/21;0,618323;0,865641;313;4;299;303;27;3162;8,428571429;16,28571429;25,57142857;34,42857143;35,71428571;37,71428571;42;29,28571429;19,42857143;14,42857143;7,142857143;0;0,142857143;0,285714286;0;0,428571429;0,142857143;1,714285714;3,285714286;3,285714286;3,571428571;0,714285714;0;0;0,142857143;0;0,142857143;0;0,285714286;0,428571429;1,142857143;0,428571429;0;0;0;0;0;0;0;0,142857143;0,714285714;1,714285714;1,857142857;0,285714286
21/01/21;0,58748;0,843024;258;9;386;297;26;2986;8,714285714;16,42857143;25,14285714;33;35;36,85714286;41,57142857;28,71428571;20;15;6,428571429;0;0;0,285714286;0;0,428571429;0,142857143;2;3;2,571428571;3;1,142857143;0;0;0,142857143;0;0,142857143;0;0,285714286;0,428571429;1,142857143;0,285714286;0;0;0;0;0;0;0;0,142857143;0,714285714;1,857142857;1,571428571;0,428571429
22/01/21;0,568313;0,825036;368;6;224;278;24;3119;9,285714286;15,28571429;23,42857143;30;32,85714286;35,71428571;40,57142857;30;18;14,85714286;6,428571429;0;0;0,285714286;0;0,428571429;0,285714286;2;3;2,571428571;2,714285714;1,142857143;0;0;0,142857143;0;0,142857143;0;0,285714286;0,571428571;1,428571429;0,428571429;0;0;0;0;0;0;0;0,142857143;0,857142857;1,857142857;1,714285714;0,571428571
23/01/21;0,56386;0,81235;402;3;165;275;24;2924;9,142857143;17;24,28571429;30,85714286;34,14285714;39;42;32,14285714;20,14285714;13,57142857;5;0;0;0,285714286;0,142857143;0,428571429;0,285714286;2;3,428571429;2,142857143;2,571428571;0,857142857;0;0;0,142857143;0;0,142857143;0;0,285714286;0,428571429;1,428571429;0,428571429;0;0;0;0;0;0;0;0,285714286;1;1,714285714;1,714285714;0,571428571
