Settimana del;0-9;ott-19;20-29;30-39;40-49;50-59;60-69;70-79;80-89;90;Settimanale_0-9;Settimanale_10-19;Settimanale_20-29;Settimanale_30-39;Settimanale_40-49;Settimanale_50-59;Settimanale_60-69;Settimanale_70-79;Settimanale_80-89;Settimanale_90
2020-10-31;0;0;0;0,857142857;1,142857143;4,285714286;5;5;2,714285714;1,142857143;0,00;0,71;2,71;4,57;9,57;23,86;32,57;32,57;17,29;6,14
2020-11-01;0;0;0;1;1,428571429;5;4,714285714;4,714285714;3,142857143;1,285714286;;;;;;;;;;
2020-11-02;0;0;0;1,142857143;1,142857143;4,714285714;5,285714286;5,285714286;3,285714286;1,142857143;;;;;;;;;;
2020-11-03;0;0;0;1,285714286;1,428571429;4,571428571;5,285714286;5,285714286;2,714285714;1,142857143;;;;;;;;;;
2020-11-04;0;0,142857143;0;1,142857143;1,714285714;4,857142857;5,714285714;5,714285714;3;1;;;;;;;;;;
2020-11-05;0;0,142857143;0;1,285714286;1,714285714;4,857142857;5,571428571;5,571428571;2,857142857;1;;;;;;;;;;
2020-11-06;0;0,142857143;0;1,571428571;1,428571429;4,428571429;6;6;3,571428571;0,857142857;;;;;;;;;;
2020-11-07;0;0,142857143;0;1,285714286;2,142857143;5,285714286;5,714285714;5,714285714;4,142857143;0,857142857;0,00;0,57;2,57;8,71;11,00;33,71;38,29;38,29;22,71;7,29
2020-11-08;0;0,142857143;0;1,142857143;2,285714286;5;6;6;4;0,857142857;;;;;;;;;;
2020-11-09;0;0,142857143;0;1;2,571428571;5,142857143;6;6;4,285714286;1,142857143;;;;;;;;;;
2020-11-10;0;0,142857143;0;0,857142857;2,285714286;4,571428571;6,428571429;6,428571429;5;1;;;;;;;;;;
2020-11-11;0;0;0;0,714285714;2;4,714285714;7;7;4,857142857;1,285714286;;;;;;;;;;
2020-11-12;0;0;0;0,571428571;2,428571429;4,428571429;6,285714286;6,285714286;4,714285714;1,285714286;;;;;;;;;;
2020-11-13;0;0;0;0,142857143;2,714285714;4,857142857;5,857142857;5,857142857;5;1,285714286;;;;;;;;;;
2020-11-14;0;0,142857143;0;0,142857143;2;4,571428571;6,142857143;6,142857143;4,571428571;1,142857143;0,00;0,57;1,86;4,57;16,29;33,29;43,71;43,71;32,43;8,00
2020-11-15;0;0,285714286;0;0,142857143;1,714285714;4,428571429;6,428571429;6,428571429;5;1,142857143;;;;;;;;;;
2020-11-16;0;0,285714286;1;0,428571429;1,428571429;4,428571429;7,142857143;7,142857143;5,714285714;0,857142857;;;;;;;;;;
2020-11-17;0;0,285714286;1;0,428571429;1,285714286;4,571428571;6,285714286;6,285714286;5,571428571;1,285714286;;;;;;;;;;
2020-11-18;0;0,428571429;0;0,571428571;1,285714286;4;5,571428571;5,571428571;5,714285714;1;;;;;;;;;;
2020-11-19;0;0,428571429;1;0,714285714;0,857142857;4,142857143;5,857142857;5,857142857;6,285714286;1,142857143;;;;;;;;;;
2020-11-20;0;0,571428571;1;0,857142857;0,857142857;4,142857143;6,428571429;6,428571429;5,857142857;1,428571429;;;;;;;;;;
2020-11-21;0;0,428571429;0;0,714285714;1,285714286;3,857142857;6,714285714;6,714285714;6,285714286;1,571428571;0,00;2,71;3,43;3,86;8,71;29,57;44,43;44,43;40,43;8,43
2020-11-22;0;0,285714286;0;0,714285714;1,428571429;4,428571429;5,857142857;5,857142857;5,857142857;1,285714286;;;;;;;;;;
2020-11-23;0;0,285714286;0;0,428571429;1,714285714;4,285714286;5;5;4,571428571;1,428571429;;;;;;;;;;
2020-11-24;0;0,285714286;0;0,428571429;2;4,285714286;4,285714286;4,285714286;4,571428571;1;;;;;;;;;;
2020-11-25;0;0,142857143;0;0,285714286;2;4;4,428571429;4,428571429;4,571428571;1;;;;;;;;;;
2020-11-26;0;0,142857143;0;0,285714286;2;3,714285714;4,285714286;4,285714286;4;0,714285714;;;;;;;;;;
2020-11-27;0;0;0;0,428571429;1,857142857;3,142857143;3,285714286;3,285714286;4,142857143;0,285714286;;;;;;;;;;
2020-11-28;0;0;0;0,428571429;1,571428571;3;2,714285714;2,714285714;4,285714286;0,285714286;0,00;1,14;0,71;3,00;12,57;26,86;29,86;29,86;32,00;6,00
2020-11-29;0;0;0;0,428571429;1,142857143;2,714285714;3,142857143;3,142857143;4,428571429;0,428571429;;;;;;;;;;
2020-11-30;0;0,142857143;0;0,428571429;0,714285714;2,428571429;3,571428571;3,571428571;4,428571429;0,285714286;;;;;;;;;;
2020-12-01;0;0,142857143;0;0,428571429;0,571428571;2;4,285714286;4,285714286;4,428571429;0,428571429;;;;;;;;;;
2020-12-02;0;0,142857143;0;0,428571429;0,571428571;2,142857143;3,571428571;3,571428571;4,857142857;0,428571429;;;;;;;;;;
2020-12-03;0;0,142857143;0;0,285714286;0,857142857;1,857142857;3,714285714;3,714285714;5,142857143;0,428571429;;;;;;;;;;
2020-12-04;0;0,142857143;0;0;0,857142857;1,714285714;4;4;4,714285714;0,428571429;;;;;;;;;;
2020-12-05;0;0,142857143;1;0;0,714285714;1,428571429;4;4;4;0,428571429;0,00;0,86;2,14;2,00;5,43;14,29;26,29;26,29;32,00;2,86
2020-12-06;0;0,142857143;1;0;1;0,714285714;3,428571429;3,428571429;3,428571429;0,714285714;;;;;;;;;;
2020-12-07;0;0;1;0;1;0,714285714;2,571428571;2,571428571;3,857142857;0,857142857;;;;;;;;;;
2020-12-08;0;0;1;0;0,857142857;0,857142857;1,714285714;1,714285714;3,714285714;0,714285714;;;;;;;;;;
2020-12-09;0;0;1;0,142857143;0,714285714;0,571428571;2;2;3,142857143;0,857142857;;;;;;;;;;
2020-12-10;0;0;1;0,142857143;0,428571429;0,571428571;2;2;2,571428571;1;;;;;;;;;;
2020-12-11;0;0;0;0,142857143;0,285714286;1;2,142857143;2,142857143;2,571428571;1,285714286;;;;;;;;;;
2020-12-12;0;0;0;0,285714286;0,428571429;1,142857143;2,142857143;2,142857143;2,428571429;1,142857143;0,00;0,14;3,71;0,71;4,71;5,57;16,00;16,00;21,71;6,57
2020-12-13;0;0;0;0,571428571;0,285714286;1,285714286;2,285714286;2,285714286;2,285714286;0,714285714;;;;;;;;;;
2020-12-14;0;0;0;0,571428571;0,428571429;1,428571429;2,428571429;2,428571429;1,857142857;0,714285714;;;;;;;;;;
2020-12-15;0;0;0;0,571428571;0,428571429;1,428571429;2,571428571;2,571428571;1,428571429;0,714285714;;;;;;;;;;
2020-12-16;0;0;0;0,571428571;0,428571429;2;3;3;1,428571429;0,571428571;;;;;;;;;;
2020-12-17;0;0;0;0,571428571;0,428571429;2;2,714285714;2,714285714;2;0,428571429;;;;;;;;;;
2020-12-18;0,142857143;0;0;1;0,428571429;2,142857143;2,714285714;2,714285714;2,142857143;0,142857143;;;;;;;;;;
2020-12-19;0,142857143;0;0;0,857142857;0,428571429;2,285714286;2,857142857;2,857142857;2,285714286;0,142857143;0,29;0,00;1,43;4,71;2,86;12,57;18,57;18,57;13,43;3,43
2020-12-20;0,142857143;0;0;0,571428571;0,428571429;2,142857143;2,571428571;2,571428571;2,714285714;0,428571429;;;;;;;;;;
2020-12-21;0,142857143;0;0;0,714285714;0,428571429;2,142857143;2,142857143;2,142857143;2,714285714;0,285714286;;;;;;;;;;
2020-12-22;0,142857143;0;0;0,714285714;0,428571429;2,428571429;2;2;2,857142857;0,285714286;;;;;;;;;;
2020-12-23;0,142857143;0;0;0,571428571;0,571428571;2;1,571428571;1,571428571;2,428571429;0,428571429;;;;;;;;;;
2020-12-24;0,142857143;0;0;0,857142857;0,571428571;2,285714286;1,714285714;1,714285714;2;0,428571429;;;;;;;;;;
2020-12-25;0;0;0;0,714285714;0,571428571;2;2;2;2,428571429;0,571428571;;;;;;;;;;
2020-12-26;0;0,142857143;0;1;0,571428571;1,714285714;1,857142857;1,857142857;2,571428571;0,571428571;0,71;0,14;2,00;5,14;3,57;14,71;13,86;13,86;17,71;3,00
2020-12-27;0;0,428571429;1;1,142857143;0,428571429;2,428571429;2,142857143;2,142857143;2,571428571;0,285714286;;;;;;;;;;
2020-12-28;0,142857143;0,428571429;0;1,142857143;0,285714286;2,285714286;2,142857143;2,142857143;2,571428571;0,285714286;;;;;;;;;;
2020-12-29;0,142857143;0,428571429;1;1,142857143;0,571428571;2,142857143;2,857142857;2,857142857;2,285714286;0,571428571;;;;;;;;;;
2020-12-30;0,142857143;0,428571429;1;1,285714286;0,571428571;2,571428571;2,714285714;2,714285714;3,857142857;0,857142857;;;;;;;;;;
2020-12-31;0,142857143;0,428571429;0;1;0,714285714;2,285714286;2,714285714;2,714285714;4;0,857142857;;;;;;;;;;
2021-01-01;0,142857143;0,428571429;0;0,714285714;1;2,142857143;2,571428571;2,571428571;3,857142857;0,714285714;;;;;;;;;;
2021-01-02;0,142857143;0,285714286;1;0,428571429;1;2,714285714;2,428571429;2,428571429;3,857142857;0,714285714;0,86;2,86;3,57;6,86;4,57;16,57;17,57;17,57;23,00;4,29
2021-01-03;0,142857143;0;0;0,285714286;1,142857143;2,428571429;2,428571429;2,428571429;3,571428571;0,857142857;;;;;;;;;;
2021-01-04;0;0;0;0,142857143;1,285714286;2,428571429;3,571428571;3,571428571;4,142857143;0,857142857;;;;;;;;;;
2021-01-05;0;0;0;0,285714286;1;2,714285714;3,571428571;3,571428571;4,428571429;0,571428571;;;;;;;;;;
2021-01-06;0;0;0;0,285714286;1,142857143;2,285714286;4;4;3;0,285714286;;;;;;;;;;
2021-01-07;0;0;0;0,285714286;1;2,571428571;4,285714286;4,285714286;3,571428571;0,428571429;;;;;;;;;;
2021-01-08;0;0;1;0,428571429;0,857142857;3,142857143;4,428571429;4,428571429;4,142857143;0,428571429;;;;;;;;;;
2021-01-09;0;0;1;0,428571429;0,714285714;3,142857143;5,285714286;5,285714286;4,142857143;0,857142857;0,14;0,00;2,43;2,14;7,14;18,71;27,57;27,57;27,00;4,29
2021-01-10;0;0;1;0,428571429;0,571428571;2,857142857;5,142857143;5,142857143;4,428571429;0,714285714;;;;;;;;;;
2021-01-11;0;0;1;0,428571429;0,428571429;3;4,428571429;4,428571429;3,857142857;0,714285714;;;;;;;;;;
2021-01-12;0;0;1;0,428571429;0,571428571;2,571428571;4,714285714;4,714285714;3,714285714;0,857142857;;;;;;;;;;
2021-01-13;0;0,142857143;1;0,285714286;0,285714286;2,428571429;4,714285714;4,714285714;4,571428571;0,714285714;;;;;;;;;;
2021-01-14;0;0,142857143;1;0,285714286;0,285714286;2,142857143;4,285714286;4,285714286;3,857142857;0,714285714;;;;;;;;;;
2021-01-15;0;0,142857143;0;0,142857143;0,142857143;1,571428571;3,714285714;3,714285714;2,714285714;1;;;;;;;;;;
2021-01-16;0;0,285714286;0;0,285714286;0,142857143;1,428571429;3,142857143;3,142857143;2,857142857;0,571428571;0,00;0,71;4,29;2,29;2,43;16,00;30,14;30,14;26,00;5,29
2021-01-17;0;0,285714286;0;0,285714286;0,142857143;1,285714286;3,714285714;3,714285714;3;0,571428571;;;;;;;;;;
2021-01-18;0;0,428571429;0;0,428571429;0,142857143;1,571428571;3,714285714;3,714285714;3,142857143;0,571428571;;;;;;;;;;
2021-01-19;0;0,428571429;0;0,428571429;0,142857143;1,714285714;3,285714286;3,285714286;3,571428571;0,714285714;;;;;;;;;;
2021-01-20;0;0,285714286;0;0,428571429;0,142857143;2;2,857142857;2,857142857;3;1,142857143;;;;;;;;;;
2021-01-21;0;0,285714286;0;0,428571429;0,285714286;2;2,857142857;2,857142857;2,714285714;1,142857143;;;;;;;;;;
2021-01-22;0;0,285714286;0;0,428571429;0,285714286;2;3,285714286;3,285714286;2,571428571;0,857142857;;;;;;;;;;
2021-01-23;0;0,142857143;0;0,571428571;0,285714286;2;3,714285714;3,714285714;2,285714286;1;0,00;2,14;0,71;3,00;1,43;12,57;23,43;23,43;20,29;6,00
2021-01-24;0;0,142857143;0;0,571428571;0,285714286;2,428571429;3,142857143;3,142857143;2,428571429;1;;;;;;;;;;
2021-01-25;0;0;0;0,428571429;0,428571429;2;3,285714286;3,285714286;2,571428571;1,142857143;;;;;;;;;;
2021-01-26;0;0;0;0,428571429;0,428571429;2,142857143;3,857142857;3,857142857;2,285714286;1;;;;;;;;;;
2021-01-27;0;0;0;0,428571429;0,571428571;2;4;4;2,142857143;0,714285714;;;;;;;;;;
2021-01-28;0;0;0;0,428571429;0,714285714;2,142857143;4,142857143;4,142857143;2,428571429;0,571428571;;;;;;;;;;
2021-01-29;0;0;0;0,428571429;0,714285714;2,142857143;3,571428571;3,571428571;2,571428571;0,571428571;;;;;;;;;;
2021-01-30;0;0;0;0,142857143;0,857142857;2,285714286;3,285714286;3,285714286;2,428571429;0,571428571;0,00;0,14;0,71;2,86;4,00;15,14;25,29;25,29;16,86;5,57
2021-01-31;0;0;0;0,142857143;0,857142857;2,285714286;3,571428571;3,571428571;1,714285714;0,714285714;;;;;;;;;;
2021-02-01;0;0;0;0,142857143;0,857142857;2,428571429;3,714285714;3,714285714;1,571428571;0,571428571;;;;;;;;;;
2021-02-02;0,142857143;0;0;0;0,857142857;2,285714286;2,571428571;2,571428571;1,285714286;0,428571429;;;;;;;;;;
2021-02-03;0,142857143;0;0;0,142857143;0,857142857;2,142857143;2,571428571;2,571428571;1;0,428571429;;;;;;;;;;
2021-02-04;0,142857143;0;0;0,285714286;1,142857143;2;2;2;0,857142857;0,428571429;;;;;;;;;;
2021-02-05;0,142857143;0;0;0,285714286;1,428571429;1,857142857;2,428571429;2,428571429;0,857142857;0,571428571;;;;;;;;;;
2021-02-06;0,142857143;0;0;0,428571429;1,285714286;1,428571429;1,857142857;1,857142857;1;0,428571429;0,71;0,00;0,00;1,43;7,29;14,43;18,71;18,71;8,29;3,57
2021-02-07;0,142857143;0;0;0,571428571;1,285714286;1,142857143;1,571428571;1,571428571;1,142857143;0,285714286;;;;;;;;;;
2021-02-08;0,285714286;0;0;0,571428571;1,142857143;0,857142857;0,857142857;0,857142857;1;0,428571429;;;;;;;;;;
2021-02-09;0,142857143;0;0;0,571428571;1,142857143;0,571428571;1;1;0,857142857;0,428571429;;;;;;;;;;
2021-02-10;0,142857143;0;0;0,428571429;1;0,571428571;0,714285714;0,714285714;0,857142857;0,285714286;;;;;;;;;;
2021-02-11;0,142857143;0;0;0,285714286;0,428571429;0,571428571;0,857142857;0,857142857;1;0,285714286;;;;;;;;;;
2021-02-12;0,285714286;0;0;0,285714286;0,285714286;0,571428571;0,571428571;0,571428571;1,285714286;0,142857143;;;;;;;;;;
2021-02-13;0,285714286;0;0;0,285714286;0,285714286;0,428571429;0,571428571;0,571428571;1;0,142857143;1,43;0,00;0,00;3,00;5,57;4,71;6,14;6,14;7,14;2,00
2021-02-14;0,285714286;0;0;0,142857143;0,428571429;0,285714286;0,571428571;0,571428571;1;0,142857143;;;;;;;;;;
2021-02-15;0,142857143;0;0;0,142857143;0,428571429;0,285714286;0,857142857;0,857142857;1;0;;;;;;;;;;
2021-02-16;0,142857143;0;0;0,142857143;0,428571429;0,571428571;0,857142857;0,857142857;1,142857143;0;;;;;;;;;;
2021-02-17;0,142857143;0;0;0,142857143;0,571428571;0,714285714;1;1;1,428571429;0;;;;;;;;;;
2021-02-18;0,142857143;0;0;0,142857143;0,714285714;0,714285714;1,428571429;1,428571429;1,142857143;0,428571429;;;;;;;;;;
2021-02-19;0;0;0;0,285714286;0,857142857;0,714285714;1,428571429;1,428571429;1,142857143;0,571428571;;;;;;;;;;
2021-02-20;0;0,142857143;1;0,142857143;0,857142857;0,714285714;2;2;1,428571429;0,714285714;0,86;0,14;2,43;1,14;4,29;4,00;8,14;8,14;8,29;1,86
2021-02-21;0;0,142857143;1;0,142857143;0,714285714;1,571428571;2,142857143;2,142857143;1,285714286;0,857142857;;;;;;;;;;
2021-02-22;0;0,142857143;1;0,142857143;0,857142857;2;2,285714286;2,285714286;1,428571429;0,857142857;;;;;;;;;;
2021-02-23;0;0,142857143;1;0,142857143;0,714285714;2,285714286;2,714285714;2,714285714;1,285714286;0,857142857;;;;;;;;;;
2021-02-24;0;0,142857143;1;0,428571429;0,571428571;2,571428571;2,857142857;2,857142857;1,428571429;0,857142857;;;;;;;;;;
2021-02-25;0;0,142857143;1;0,428571429;0,428571429;2,714285714;2,714285714;2,714285714;1,714285714;0,571428571;;;;;;;;;;
2021-02-26;0;0,142857143;1;0,428571429;0,142857143;3;2,571428571;2,571428571;1,571428571;0,428571429;;;;;;;;;;
2021-02-27;0;0;1;0,428571429;0,142857143;3,714285714;2,428571429;2,428571429;1,857142857;0,285714286;0,00;0,86;5,29;2,14;3,57;17,86;17,71;17,71;10,57;4,71
2021-02-28;0;0;1;0,428571429;0,142857143;3,428571429;3;3;2,428571429;0,285714286;;;;;;;;;;
2021-03-01;0;0;1;0,571428571;0,428571429;3,857142857;2,714285714;2,714285714;2,428571429;0,428571429;;;;;;;;;;
2021-03-02;0;0;1;0,571428571;0,428571429;3,714285714;3;3;2,857142857;0,428571429;;;;;;;;;;
2021-03-03;0;0;1;0,285714286;0,571428571;3,428571429;3,142857143;3,142857143;2,428571429;0,428571429;;;;;;;;;;
2021-03-04;0;0;1;0,285714286;0,571428571;3,714285714;3,571428571;3,571428571;2,428571429;0,285714286;;;;;;;;;;
2021-03-05;0;0;0;0,142857143;0,714285714;4,142857143;4;4;2,428571429;0,571428571;;;;;;;;;;
2021-03-06;0;0;0;0,285714286;0,857142857;3,714285714;3,714285714;3,714285714;2,142857143;0,714285714;0,00;0,00;3,57;2,57;3,71;26,00;23,14;23,14;17,14;3,14
2021-03-07;0;0;0;0,428571429;1,428571429;3,571428571;3;3;1,714285714;0,571428571;;;;;;;;;;
2021-03-08;0;0;0;0,285714286;1,428571429;3;3,428571429;3,428571429;1,714285714;0,428571429;;;;;;;;;;
2021-03-09;0;0;0;0,428571429;1,571428571;2,857142857;2,857142857;2,857142857;1,571428571;0,714285714;;;;;;;;;;
2021-03-10;0;0;0;0,714285714;1,571428571;3,428571429;2,857142857;2,857142857;2,285714286;1;;;;;;;;;;
2021-03-11;0;0;0;1;1,857142857;3,428571429;3,142857143;3,142857143;3,285714286;1,142857143;;;;;;;;;;
2021-03-12;0,142857143;0;0;1;2,142857143;3,571428571;3,285714286;3,285714286;3,285714286;1;;;;;;;;;;
2021-03-13;0,142857143;0;0;0,857142857;2,285714286;3,428571429;4;4;3,571428571;1,142857143;0,29;0,00;1,86;4,71;12,29;23,29;22,57;22,57;17,43;6,00
2021-03-14;0,142857143;0;0;0,857142857;2;3,428571429;4,142857143;4,142857143;3,714285714;1,142857143;;;;;;;;;;
2021-03-15;0,142857143;0;0;1,285714286;2,285714286;3,571428571;4,571428571;4,571428571;3,571428571;1,142857143;;;;;;;;;;
2021-03-16;0,142857143;0;0;1,428571429;2,571428571;3,857142857;4,428571429;4,428571429;3,571428571;0,857142857;;;;;;;;;;
2021-03-17;0,285714286;0;0;1,142857143;2,428571429;3,285714286;4,285714286;4,285714286;3,285714286;0,571428571;;;;;;;;;;
2021-03-18;0,285714286;0;0;0,857142857;3,285714286;3,142857143;4;4;2,428571429;0,571428571;;;;;;;;;;
2021-03-19;0,142857143;0;0;0,857142857;3,285714286;3,285714286;4,142857143;4,142857143;2,714285714;0,571428571;;;;;;;;;;
2021-03-20;0,142857143;0;0;1;3;4;3,714285714;3,714285714;2,857142857;0,285714286;1,29;0,00;2,86;7,43;18,86;24,57;29,29;29,29;22,14;5,14
2021-03-21;0,142857143;0;0;1,285714286;2,714285714;4,571428571;4,285714286;4,285714286;3,285714286;0,428571429;;;;;;;;;;
2021-03-22;0,285714286;0,142857143;0;1;2;4,571428571;4,571428571;4,571428571;4;0,714285714;;;;;;;;;;
2021-03-23;0,285714286;0,142857143;0;0,857142857;1,571428571;4,857142857;5,571428571;5,571428571;4;0,857142857;;;;;;;;;;
2021-03-24;0,142857143;0,142857143;0;1;1,857142857;4,857142857;5,857142857;5,857142857;3,714285714;1;;;;;;;;;;
2021-03-25;0,142857143;0,142857143;0;1,285714286;0,857142857;4,714285714;5,714285714;5,714285714;3,714285714;1;;;;;;;;;;
2021-03-26;0,142857143;0,142857143;0;1,428571429;0,857142857;4,428571429;5,571428571;5,571428571;3,714285714;1;;;;;;;;;;
2021-03-27;0,142857143;0,142857143;0;1,714285714;0,857142857;4;6,714285714;6,714285714;3,142857143;1,285714286;1,29;0,86;1,86;8,57;10,71;32,00;38,29;38,29;25,57;6,29
2021-03-28;0,142857143;0,142857143;0;1,285714286;1,428571429;3,571428571;6,571428571;6,571428571;3,428571429;1,428571429;;;;;;;;;;
2021-03-29;0;0;0;1,571428571;1,714285714;3,571428571;6,714285714;6,714285714;3,571428571;1,571428571;;;;;;;;;;
2021-03-30;0;0;0;1,571428571;2,285714286;3;6,142857143;6,142857143;3,714285714;1,857142857;;;;;;;;;;
2021-03-31;0,142857143;0;0;1,571428571;2,285714286;4,285714286;5,714285714;5,714285714;4;1,714285714;;;;;;;;;;
2021-04-01;0,142857143;0;0;1,428571429;2,142857143;4,714285714;5,285714286;5,285714286;3,714285714;1,714285714;;;;;;;;;;
2021-04-02;0,142857143;0;0;1,285714286;1,857142857;5;5,714285714;5,714285714;3,428571429;1,857142857;;;;;;;;;;
2021-04-03;0,142857143;0;0;0,857142857;2,142857143;4,857142857;4,571428571;4,571428571;3,857142857;1,571428571;0,71;0,14;1,00;9,57;13,86;29,00;40,71;40,71;25,71;11,71
2021-04-04;0,142857143;0;1;1;2,285714286;5,571428571;4,571428571;4,571428571;3,285714286;1,285714286;;;;;;;;;;
2021-04-05;0,142857143;0;1;0,857142857;2,285714286;5,857142857;3,428571429;3,428571429;3,428571429;0,857142857;;;;;;;;;;
2021-04-06;0,142857143;0,142857143;0;0,857142857;2;6;4,285714286;4,285714286;3,428571429;0,714285714;;;;;;;;;;
2021-04-07;0,285714286;0,142857143;1;1,285714286;1,857142857;5;6;6;3,285714286;0,714285714;;;;;;;;;;
2021-04-08;0,285714286;0,142857143;1;1,142857143;2,142857143;5,285714286;6,142857143;6,142857143;3,571428571;0,571428571;;;;;;;;;;
2021-04-09;0,285714286;0,142857143;1;1,285714286;2,285714286;5,285714286;6,571428571;6,571428571;3,428571429;0,285714286;;;;;;;;;;
2021-04-10;0,285714286;0,142857143;0;1,285714286;2,714285714;5,571428571;7,714285714;7,714285714;3;0,428571429;1,57;0,71;3,71;7,71;15,57;38,57;38,71;38,71;23,43;4,86
2021-04-11;0,285714286;0,142857143;0;1,285714286;2,142857143;5;8;8;2,714285714;0,571428571;;;;;;;;;;
2021-04-12;0,285714286;0,142857143;0;1,285714286;2,285714286;4,714285714;8;8;2;0,571428571;;;;;;;;;;
2021-04-13;0,285714286;0;0;1,428571429;2,285714286;4,714285714;7;7;1,857142857;0,285714286;;;;;;;;;;
2021-04-14;0;0;0;1;2,285714286;4,857142857;6,428571429;6,428571429;2,142857143;0,571428571;;;;;;;;;;
2021-04-15;0;0;0;1;2,285714286;4,714285714;6,714285714;6,714285714;2;0,857142857;;;;;;;;;;
2021-04-16;0;0;0;1;2,142857143;4,142857143;5,571428571;5,571428571;2,142857143;1,142857143;;;;;;;;;;
2021-04-17;0;0;0;1,142857143;1,714285714;3,714285714;5,142857143;5,142857143;2,142857143;1,142857143;0,86;0,29;1,00;8,14;15,14;31,86;46,86;46,86;15,00;5,14
2021-04-18;0;0;0;1;2,142857143;3,428571429;5;5;2,428571429;1;;;;;;;;;;
2021-04-19;0,142857143;0;0;0,857142857;2;3,714285714;6;6;2,428571429;1,142857143;;;;;;;;;;
2021-04-20;0,142857143;0,142857143;0;0,714285714;2;4,714285714;6,428571429;6,428571429;2,571428571;1,428571429;;;;;;;;;;
2021-04-21;0,142857143;0,142857143;0;0,714285714;2,285714286;4,714285714;5,857142857;5,857142857;2,571428571;1,285714286;;;;;;;;;;
2021-04-22;0,142857143;0,142857143;0;0,857142857;2,714285714;4,428571429;6,285714286;6,285714286;2,571428571;1,142857143;;;;;;;;;;
2021-04-23;0,142857143;0,142857143;0;1;2,714285714;4,571428571;7;7;2,571428571;0,857142857;;;;;;;;;;
2021-04-24;0,285714286;0,142857143;0;1;2,571428571;5;7;7;2,857142857;0,714285714;1,00;0,71;0,57;6,14;16,43;30,57;43,57;43,57;18,00;7,57
2021-04-25;0,285714286;0,142857143;0;1,428571429;2,428571429;4,714285714;6,857142857;6,857142857;3;0,714285714;;;;;;;;;;
2021-04-26;0,142857143;0,142857143;0;1,571428571;2,142857143;4,428571429;6,285714286;6,285714286;2,857142857;0,571428571;;;;;;;;;;
2021-04-27;0,142857143;0;0;1,571428571;2,142857143;3,714285714;6,142857143;6,142857143;3;0,285714286;;;;;;;;;;
2021-04-28;0,142857143;0;0;1,428571429;1,857142857;3,428571429;6;6;2,714285714;0,142857143;;;;;;;;;;
2021-04-29;0,142857143;0;0;1,571428571;1,571428571;3,714285714;6;6;2,714285714;0;;;;;;;;;;
2021-04-30;0,142857143;0;0;1,428571429;1,428571429;3,428571429;5,142857143;5,142857143;2,571428571;0;;;;;;;;;;
2021-05-01;0;0;0;1,714285714;2;3,714285714;4,285714286;4,285714286;2,714285714;0,428571429;1,00;0,29;1,29;10,71;13,57;27,14;40,71;40,71;19,57;2,14
2021-05-02;0;0;0;1,714285714;1,571428571;4,571428571;4;4;3;0,857142857;;;;;;;;;;
2021-05-03;0,142857143;0;0;1,571428571;1,714285714;5,142857143;3,857142857;3,857142857;2,857142857;1,142857143;;;;;;;;;;
2021-05-04;0,285714286;0;1;1,428571429;1,571428571;5,285714286;4,428571429;4,428571429;3,142857143;1,142857143;;;;;;;;;;
2021-05-05;0,428571429;0;1;1,571428571;1,571428571;5,285714286;4,857142857;4,857142857;3,142857143;1,142857143;;;;;;;;;;
2021-05-06;0,428571429;0;1;1,571428571;1,428571429;4,857142857;4,428571429;4,428571429;3,142857143;1,142857143;;;;;;;;;;
2021-05-07;0,428571429;0;1;1,571428571;1,571428571;5;4,428571429;4,428571429;3,285714286;1,142857143;;;;;;;;;;
2021-05-08;0,428571429;0;1;1,142857143;1,142857143;4,285714286;4,714285714;4,714285714;3,142857143;0,857142857;2,14;0,00;3,86;10,57;10,57;34,43;30,71;30,71;21,71;7,43
2021-05-09;0,428571429;0;1;1;1,285714286;3,428571429;5;5;2,571428571;0,571428571;;;;;;;;;;
2021-05-10;0,285714286;0,142857143;0;0,857142857;1,142857143;2,571428571;5;5;2,428571429;0,428571429;;;;;;;;;;
2021-05-11;0,142857143;0,285714286;0;1;1,142857143;1,714285714;3,857142857;3,857142857;1,857142857;0,428571429;;;;;;;;;;
2021-05-12;0;0,285714286;0;0,857142857;1,142857143;2;3,285714286;3,285714286;2;0,428571429;;;;;;;;;;
2021-05-13;0;0,285714286;0;0,857142857;0,857142857;1,571428571;2,714285714;2,714285714;2;0,428571429;;;;;;;;;;
2021-05-14;0;0,428571429;0;0,714285714;1,142857143;1,571428571;3,428571429;3,428571429;1,714285714;0,428571429;;;;;;;;;;
2021-05-15;0;0,428571429;0;0,857142857;0,857142857;1,428571429;3,285714286;3,285714286;1,428571429;0,285714286;0,86;1,86;2,71;6,14;7,57;14,29;26,57;26,57;14,00;3,00
2021-05-16;0;0,428571429;0;0,714285714;0,714285714;1,714285714;3,285714286;3,285714286;1,142857143;0,428571429;;;;;;;;;;
2021-05-17;0;0,285714286;0;0,714285714;1;1,857142857;3,142857143;3,142857143;1,142857143;0,285714286;;;;;;;;;;
2021-05-18;0;0,142857143;0;0,571428571;0,857142857;2,142857143;3,285714286;3,285714286;0,857142857;0,285714286;;;;;;;;;;
2021-05-19;0;0,142857143;0;0,714285714;0,857142857;1,571428571;4;4;0,714285714;0,285714286;;;;;;;;;;
2021-05-20;0;0,142857143;0;0,428571429;1,142857143;1,714285714;4,285714286;4,285714286;0,428571429;0,285714286;;;;;;;;;;
